,count,example,word-de,word-en,word-es,word-fr,word-zh
33,77,Foreign Minister Johann Wadephul and Development Minister Reem Alabali Radovan on the lifting of all economic sanctions against Syria,Radovan,Radovan,Radovan,Radovan,拉多万
34,77,Foreign Minister Johann Wadephul and Development Minister Reem Alabali Radovan on the lifting of all economic sanctions against Syria,Reem,Reem,Reem,Reem,Reeem  Reeem  Reeem 雷 Reeem
35,75,Macron will beat Trump to London,wird,will,will,sera,会
36,72,Fox News AI Newsletter: Amazing breakthrough for paralyzed man who can't speak,GESUNDHEITSSCHUTZ,AI,AI,AI,AI AI AI
37,70,Central Asia still has a complex relationship with Russia,hat,has,tiene,a,拥有
38,70,America needs an honest reckoning over its spy agencies,Über,over,más,sur,超过
39,68,Elon Musk's X and Billboard Chris celebrate 'decisive victory' against censorship in Australia,dagegen,against,contra,contre,日 年 年 年 月 日
40,66,"NPR CEO Katherine Maher vents 'deep frustration' over GOP cuts, says it will continue to operate",sagt,says,dice,dit :,说:
41,65,"At Hamburg Sustainability Conference, participants from across the world provide input and strengthen international cooperation",Zusammenarbeit,cooperation,Cooperación,coopération,合作合作
42,64,"Zohran Mamdani, Trump’s “worst nightmare”, may really be a gift to him",werden,be,# Ser # # Ser # # Ser # # Ser # # Ser # Ser #  # Ser # Ser # # Ser # Ser # Ser # Ser # Ser # Ser # Ser # Ser # Ser # Ser # Ser # Ser # Ser # Ser # Ser # Ser # Ser # Ser # Ser # Ser # Ser # Ser       # Ser # Ser  # Ser       # Ser  # Ser   # Ser   # Ser  # Ser   # Ser  # Ser   # Ser  # Ser    # Ser    # Ser    # Ser      # Ser     # Ser        # Ser        # Ser  # Ser          # Ser   # Ser,être,"be be be 的, 是"
43,63,America’s economic data are becoming murkier,Wirtschaft,economic,económicos,économique,经济、经济、 经济、 经济、 经济、 经济、 经济、
44,62,Putin’s radioactive chokehold on the world,Welt,world,mundo,monde entier,世界世界
45,61,"Inside the uneasy, incongruous coalition of the Big Three",Groß,Big,Grande,Gros,大
46,59,John Robbins had serious doubts about the family business,über,about,acerca de,à propos de,约约约
47,59,"Zohran Mamdani, Trump’s “worst nightmare”, may really be a gift to him",Trumps,Trump’s,Trump,Les Trumps,特朗普
48,58,"At Hamburg Sustainability Conference, participants from across the world provide input and strengthen international cooperation",Nachhaltigkeit,Sustainability,Sostenibilidad,Durabilité,可持续性
49,57,Vanguard will soon crush fees for even more investors,mehr,more,más,plus,更多
50,56,"Big, beautiful budgets: not just an American problem",amerikanisch,American,Americano,Américain,美裔美国人
51,55,How to strike a trade deal with Donald Trump,Handel,trade,Comercio,commerce extérieur,贸易贸易贸易
52,53,"At Hamburg Sustainability Conference, participants from across the world provide input and strengthen international cooperation",ZEITSCHRIFTEN,Hamburg,Hamburgo,Hambourg,汉堡汉堡
53,52,A congressman on how Democrats can regain the initiative on the economy,Wirtschaft,economy,economía,économique,经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济 经济
54,51,180 new municipal partnerships formed between Germany and Ukraine since start of Russia’s war of aggression,zwischen,between,entre,entre,之间
55,51,"Economic data, commodities and markets",Märkte,markets,mercados,marchés,市场市场
56,50,"At Hamburg Sustainability Conference, participants from across the world provide input and strengthen international cooperation",Konferenz,Conference,Conferencia de las,Conférence,缔约国会议会议会议会议会议会议举行会议会议会议举行会议会议举行会议会议举行会议举行会议会议举行会议会议举行会议会议举行会议会议举行会议举行会议举行会议举行会议会议举行会议举行会议会议举行会议会议举行会议会议举行会议会议举行会议会议举行会议会议举行会议会议举行会议会议会议会议会议会议举行会议举行会议召开 会议举行会议会议会议会议会议会议会议举行会议会议举行会议会议举行会议会议会议会议会议会议召开会议会议举行 会的会议会议会议 举行会议会议会议会议会议会议会议会议会议召开会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议召开会议会议会议会议会议会议会议会议会议召开 会的会议 举行 会议会议召开会议会议会议会议会议会议召开会议会议会议会议会议会议召开会议会议会议会议会议会议召开会议会议会议会议会议会议召开会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议厅会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议会议
57,50,The US in brief: Did Trump write a risqué message to Epstein?,ENTWICKLUNG,US,Estadounidense,États-Unis,美 美 美
58,49,How Britain’s Labour Party squandered its first year in power,und,its,su,dont,其 其 其 其 年 其 其 其 其 其 年 的 其 其 其 其 年 的 其 其 其 其 的 其 其 其 其 其 的 其 其 其 其 的 其 其 其 其 的 其 其 其 的 其 其 其 的 其 其 其 的 其 其 其 其 的 其 其 其 的 其 其 其 的 其 其 的 其 其 的 其 其 的 其 其 其 的 其 其 其 的 其 其 的 其 其 其 的 其 的 其 其 的 其 其 的 其 其 的 其 的 其 的 其 其 的 其 其 的 其 的 其 的 其 的 其 的 其 的 的 其 的 的 的 其 的 的 的 的 其 的 的 的 的  的 的 的 的 的 的 的 的 的 的 的 的 的 的 的  的 的 的 的 的 的 的 的 的     的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的     的  的 的 的 的 的 的 的                的          的 的 的 的              的      的 的 的 的 的 的      的 的 的 的 的 的 的   的 的 的  的 的 的     的 的 的 的 的 的 的
59,48,China has become the most important enabler of Russia’s war machine,China,China,China,Chine,中国 中国 中国 中国 中国 中国 中国
60,48,"Leung Kwok-hung, Hong Kong’s shaggy agitator for democracy",ENTWICKLUNG UND ENTWICKLUNG,Hong,Hong,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,红
61,48,"Leung Kwok-hung, Hong Kong’s shaggy agitator for democracy",KÖNIGREICH,Kong’s,Kong’s,"Autres produits de la pêche (y compris les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche, les produits de la pêche et les produits de la pêche",刚 港
62,47,Charlie Kirk urges GOP hopeful Curtis Sliwa to drop out of NYC mayoral race to stop Mamdani,aus,out,fuera,dehors,外出
63,44,The Epstein files and Donald Trump,Epstein,Epstein,Epstein,Epstein,爱普斯坦语Name
64,44,Germany remains reliable partner in the fight against global diseases,Kampf,fight,¡Pelea!,Lutte,战斗
65,43,"Economic data, commodities and markets",Daten,data,datos,données,数据数据数据数据数据
66,43,Would you pay $19 for a strawberry?,Sie,you,tú,vous,您 您 的 您 您
67,42,Japan has been hit by investing fever,von,by,por,par,至
68,42,Cover Story newsletter: How we chose the cover image,Mitteilungsblatt,newsletter,boletín de noticias,bulletin d'information,通讯通讯
69,42,Beware tomes of Chinese political gossip!,Politischer,political,y Políticos,politiques,政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治、政治
70,42,Why is AI so slow to spread? Economics can explain,und,so,Así que...,donc,"so so, so, so, so, so, so, so, so, so,"
71,41,"At Hamburg Sustainability Conference, participants from across the world provide input and strengthen international cooperation",gegenüber,across,a través de,de l'autre côté,横横
72,41,RFK junior wants to ban an ingredient in vaccines. Is he right?,und,an,an,et/ou,"a , a , a , a , a , a"
73,41,Why Thomas Jefferson is rolling in his grave,sein,his,su,son,排在《公约》
74,41,America is coming after Chinese it accuses of hacking,Es wird,it,it,C'est ça.,"其 其 年 , 其 年 , 其 年 , 其"
75,41,Jane Street is chucked out of India. Other firms should be nervous,sollte,should,debe,devrait,应:
76,39,Study: Babies’ poor vision may help organize visual brain pathways,Studie,Study,Estudio,Etude,研究研究
77,37,"Score early Prime Day savings on all things sleep from mattresses, bedding to sleep trackers",alle,all,todos,tous,全部( 全部)
78,37,"At Hamburg Sustainability Conference, participants from across the world provide input and strengthen international cooperation",Veröffentlichungen der Europäischen Gemeinschaften,international,internacionales,internationaux relatifs aux droits de l ' homme,国际国际
79,37,Hong Kong’s last functioning pro-democracy party disbands,Partei,party,Parte,fête,缔约方
80,37,"At Hamburg Sustainability Conference, participants from across the world provide input and strengthen international cooperation",stärken,strengthen,fortalecer,renforcer,强化加强
81,36,Call to sign the Hamburg Declaration on Responsible AI for the SDGs,Anruf,Call,Llamada,Appeler,调调
82,36,China has become the most important enabler of Russia’s war machine,Russlands,Russia’s,Rusia,Russie,俄罗斯的俄罗斯
83,35,180 new municipal partnerships formed between Germany and Ukraine since start of Russia’s war of aggression,seit,since,desde,depuis,自
84,34,How America could broker peace in the Middle East,könnte,could,podría,pourrait,能够
85,34,Closing in on a breakthrough to mobilize sustainable private investment in emerging markets and developing economies,Entwicklung,developing,en desarrollo,développement,发展中发展中国家
86,34,Want to be a good explorer? Study economics,Wirtschaft,economics,Economía,économique,经济学经济学经济学
87,34,Foreign Minister Johann Wadephul and Development Minister Reem Alabali Radovan on the lifting of all economic sanctions against Syria,Ausländische,Foreign,Extranjeros,Étrangères,外国 外国
88,33,Cover Story newsletter: How we chose the cover image,Abdeckung,cover,cubierta,couverture,封面封面封面
89,33,"Zohran Mamdani, Trump’s “worst nightmare”, may really be a gift to him",Mamdani,Mamdani,Mamdani,Mamdani,曼达尼
90,33,The Big Beautiful Bill will kill one profession,eins,one,uno,une,1个
91,33,Fox News AI Newsletter: Amazing breakthrough for paralyzed man who can't speak,Wer,who,quién,qui,人 或 人
92,32,Stablecoins might cut America’s debt payments. But at what cost?,Verbindlichkeiten,debt,deuda,dette,负债债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国 债务国
93,32,Can drinking soda help migraines? Doctors reveal whether bubbly drinks cure headaches or not,Hilfe,help,ayudar,Aide,帮助帮助帮助
94,32,"Big, beautiful budgets: not just an American problem",nicht,not,no,pas,否
95,32,Foreign Minister Johann Wadephul and Development Minister Reem Alabali Radovan on the lifting of all economic sanctions against Syria,Syrien,Syria,Siria,Syrie,叙利亚 叙利亚
96,32,Want to be a good explorer? Study economics,Wünscht,Want,¿Quieres?,Je veux,想要
97,32,Stop crying your heart out—for Oasis have returned to the stage,Ihre,your,tu,Votre,贵国的
98,31,"Big, beautiful budgets: not just an American problem",schön,beautiful,hermosa,belle,美丽
99,31,Germany remains reliable partner in the fight against global diseases,bleibt,remains,restos,restant,遗骸
100,31,Two deceased campers identified as death toll rises after devastating Texas flood,WIRTSCHAFTSZWEIG,Texas,Texas,États-Unis,得克萨斯州
101,31,New York Times columnist admits that Trump is a 'normie Republican',das,that,que,C'est-à-dire,",该数额,"
102,31,Should cities run their own supermarkets?,deren,their,su,leurs,他们的
103,31,UK backs Trump's Putin ultimatum with urgent '50-day drive' to strengthen Ukraine's position,Trumps,Trump's,Trump's,Ceux de Trump,特朗的
104,31,One William Woods was telling the truth. The other was living his life,wurde,was,era,était,原为
105,30,180 new municipal partnerships formed between Germany and Ukraine since start of Russia’s war of aggression,Aggression,aggression,agresión,Agression,侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略侵略
106,30,Fox News AI Newsletter: Amazing breakthrough for paralyzed man who can't speak,Durchbruch,breakthrough,avance,percée,中中点
107,30,Closing in on a breakthrough to mobilize sustainable private investment in emerging markets and developing economies,Schließung,Closing,Cierre,Clôture,闭 闭 闭 闭 闭 闭 闭 闭 闭 闭 闭 闭 闭 闭 闭 闭 闭 闭 闭 闭 闭
108,30,Stop crying your heart out—for Oasis have returned to the stage,haben,have,tener,ont,拥有
109,30,Closing in on a breakthrough to mobilize sustainable private investment in emerging markets and developing economies,privat,private,privado,privé,私立
110,30,180 new municipal partnerships formed between Germany and Ukraine since start of Russia’s war of aggression,Anfang,start,iniciar,début,开始
111,30,"How sensationalized headlines about 'brain plastic' are undermining trust in safe, sustainable materials",nachhaltig,sustainable,sostenible,durable,可持续的可持续
112,30,China’s growth targets cause headaches—even when met,wenn,when,cuando,lorsque,何时
113,29,Reem Alabali Radovan becomes new Development Minister,wird,becomes,se convierte en,devient,成为
114,29,Germany remains reliable partner in the fight against global diseases,Krankheiten,diseases,enfermedades,maladies,疾病 疾病 疾病 疾病
115,29,Closing in on a breakthrough to mobilize sustainable private investment in emerging markets and developing economies,Wirtschaft,economies,economías,économiques,经济经济体
116,29,Closing in on a breakthrough to mobilize sustainable private investment in emerging markets and developing economies,sich abzeichnend,emerging,emergentes,émergents,新兴
117,29,180 new municipal partnerships formed between Germany and Ukraine since start of Russia’s war of aggression,gebildet,formed,formados,formés,已经组成
118,29,China’s growth targets cause headaches—even when met,Wachstum,growth,crecimiento,croissance,增长增长
119,29,"At Hamburg Sustainability Conference, participants from across the world provide input and strengthen international cooperation",Eingabe,input,entrada,entrée,输入输入输入
120,29,Closing in on a breakthrough to mobilize sustainable private investment in emerging markets and developing economies,Investitionen,investment,inversión,Investissements,投资投资投资
121,29,Germany lobbies for sustainability and multilateral solutions,Lobbies,lobbies,Lobbies,lobbies,圆圈
122,29,America might soon relax its drinking guidelines,könnte,might,puede,Peut-être,中
123,29,Closing in on a breakthrough to mobilize sustainable private investment in emerging markets and developing economies,mobilisieren,mobilize,movilizar,mobiliser,调动调动
124,29,Germany lobbies for sustainability and multilateral solutions,Multilaterale,multilateral,multilateral,multilatérale,多边多边多边
125,29,180 new municipal partnerships formed between Germany and Ukraine since start of Russia’s war of aggression,Gemeinde,municipal,municipal,communale,市市市
126,29,"At Hamburg Sustainability Conference, participants from across the world provide input and strengthen international cooperation",Teilnehmer,participants,participantes,participants,参加者 参加者 参加者 参加者 参加者 参加者 参加者
127,29,Germany remains reliable partner in the fight against global diseases,Partner,partner,socio,partenaire,伙伴伙伴
128,29,180 new municipal partnerships formed between Germany and Ukraine since start of Russia’s war of aggression,Partnerschaften,partnerships,asociaciones de colaboración,partenariats,伙伴关系伙伴关系伙伴关系
129,29,"At Hamburg Sustainability Conference, participants from across the world provide input and strengthen international cooperation",zur Verfügung stellen,provide,proporcionar,fournir,提供
130,29,Germany remains reliable partner in the fight against global diseases,zuverlässig,reliable,fiable,fiable,可靠
131,29,Foreign Minister Johann Wadephul and Development Minister Reem Alabali Radovan on the lifting of all economic sanctions against Syria,Sanktionen,sanctions,sanciones,sanctions,制裁制裁
132,29,Germany lobbies for sustainability and multilateral solutions,Lösungen,solutions,soluciones,solutions,解决方案
133,28,Americans can still get a 2% mortgage,Amerikaner,Americans,Estadounidenses,Américains,美裔美国人
134,28,"Job-killing robot learns at work, and it’s coming to the factory floor",Ich komme gleich.,coming,¡Ya voy!,à venir,即将到来
135,28,"Inside the uneasy, incongruous coalition of the Big Three",Im Inneren,Inside,Adentro,À l'intérieur,内
136,28,Foreign Minister Johann Wadephul and Development Minister Reem Alabali Radovan on the lifting of all economic sanctions against Syria,- Ich weiß es nicht. - Ich weiß nicht.,Johann,Johann,C'est moi qui l'ai fait.,约翰·约翰
137,28,Foreign Minister Johann Wadephul and Development Minister Reem Alabali Radovan on the lifting of all economic sanctions against Syria,Heben,lifting,levantamiento,levage,升举
138,28,Foreign Minister Johann Wadephul and Development Minister Reem Alabali Radovan on the lifting of all economic sanctions against Syria,Wadephul,Wadephul,Wadephul,Wadephul,韦phul
139,27,Thailand’s prime minister has been suspended,wurde,been,ha sido,depuis le début de l'année,一直
140,27,The Big Beautiful Bill will kill one profession,Gesetzentwurf,Bill,Proyecto de ley,Projet de loi,法案法案单
141,27,"Economic data, commodities and markets",Waren,commodities,productos básicos,produits de base,商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品 商品
142,27,How to strike a trade deal with Donald Trump,Abmachung,deal,trato,marché conclu,发牌
143,27,A congressman on how Democrats can regain the initiative on the economy,Sozialdemokraten,Democrats,Demócratas,Démocrates,民主民主党
144,27,"Zohran Mamdani, Trump’s “worst nightmare”, may really be a gift to him",kann,may,puede,peut,中 中 中 中 中 中
145,27,What to watch this weekend,diese,this,esto,Voici,这笔
146,27,What to watch this weekend,Uhr,watch,ver,regarder,观察观察
147,26,"Leung Kwok-hung, Hong Kong’s shaggy agitator for democracy",Demokratie,democracy,democracia,démocratie,民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主民主
148,26,China’s giant new gamble with digital IDs,Riesen,giant,gigante,géant,巨巨
149,26,Columbia professors demand answers as White House finalizes negotiations with Ivy League university,Haus,House,Casa,Maison,众议院 众议院
150,26,Too many British universities are obsessed with being world-class,viele,many,muchos,Nombreux,多个 多个
151,26,China’s exporters shrug off the trade war—for now,aus,off,apagado,Départ,关闭
152,26,"UN blasted for funding committee 'created to destroy the Jewish state,' despite budget crisis",Zustand,state,estado,État,状态状态状态状态
153,26,Central Asia still has a complex relationship with Russia,immer noch,still,todavía,Toujours,仍为
154,26,Trump’s real threat: industry-specific tariffs,Tarife,tariffs,aranceles,tarifs douaniers,关税关税
155,26,Don’t invest through the rearview mirror,bis,through,a través de,à travers,中 中 中
156,26,Safeguarding global cooperation in turbulent times,Zeiten,times,veces,heures,时间时间
157,25,"Leung Kwok-hung, Hong Kong’s shaggy agitator for democracy",Rührwerk,agitator,agitador,agitateur,煽动者
158,25,Statement of German Development Minister Reem Alabali Radovan at Ukraine Recovery Conference,Deutsch,German,Alemán,Allemand,德语 德语
159,25,Browns' Deshaun Watson gets married to longtime girlfriend: 'We sailing away',bekommt,gets,gets,obtient,获得
160,25,Japan has been hit by investing fever,getroffen,hit,pulsar,Atteinte,中弹
161,25,"Leung Kwok-hung, Hong Kong’s shaggy agitator for democracy",Kwok-hung,Kwok-hung,Kwok-hung,"Le kwok-hung, c'est-à-dire le kwok-hung.",郭鸿
162,25,Hong Kong’s last functioning pro-democracy party disbands,Letzter,last,último,dernier,最后一
163,25,"Leung Kwok-hung, Hong Kong’s shaggy agitator for democracy",Leung,Leung,Leung,Leung,梁良
164,25,"Leung Kwok-hung, Hong Kong’s shaggy agitator for democracy",shaggy,shaggy,shaggy,Shaggy,湿 草 草 草 草 草 草 草 草 草 草 地
165,25,Call to sign the Hamburg Declaration on Responsible AI for the SDGs,Zeichen,sign,signo,signe,符号符号符号
166,24,"UN blasted for funding committee 'created to destroy the Jewish state,' despite budget crisis","""",',',C'est-à-dire qu'il n'y a pas de,' '
167,24,Too many British universities are obsessed with being world-class,Britisch,British,Británico,Anglais,英 英 英
168,24,Conservative legal group presses agency to act on Trump’s voter citizenship mandate despite court injunctions,Gericht,court,tribunal,Tribunal,法院法院
169,24,Call to sign the Hamburg Declaration on Responsible AI for the SDGs,Erklärung,Declaration,Declaración,Déclaration,宣言宣言
170,24,What a football shirt can tell you about finance and geopolitics,Fußball,football,fútbol americano,football,足球足球
171,24,"Trump rides major wave of momentum going into July Fourth after Iran, BBB, Supreme Court and lawsuit victories",in die,into,en,dans,与
172,24,Readers respond to our call for the current asylum system to be scrapped,unsere,our,nuestra,notre,我们的
173,24,Call to sign the Hamburg Declaration on Responsible AI for the SDGs,Verantwortlich,Responsible,Responsable,Responsable,负责
174,24,Call to sign the Hamburg Declaration on Responsible AI for the SDGs,SDGs,SDGs,ODS,ODD,SDGs 可持续发展目标
175,24,Cover Story newsletter: How we chose the cover image,Geschichte,Story,Historia,Histoire,故事故事
176,24,Cover Story newsletter: How we chose the cover image,wir,we,nosotros,nous,我们
177,23,America is coming after Chinese it accuses of hacking,wirft vor,accuses,Acusaciones,accusés,指控
178,23,Why so many Chinese are drowning in debt,Ertrinken,drowning,ahogamiento,noyade,溺水
