,title-es,content-es,title-de,content-de,title-en,content-en
11,50 antiguos ministros y dirigentes europeos se pronuncian contra el plan de Trump para Palestina,El proyecto de paz de la Casa Blanca acumula rechazos en la comunidad internacional,50 ehemalige europäische Minister und Staats- und Regierungschefs sprechen sich gegen Trumps Plan für Palästina aus,Das Friedensprojekt des Weißen Hauses zieht Ablehnungen in der internationalen Gemeinschaft auf,50 former European ministers and leaders speak out against Trump's plan for Palestine,White House peace project accumulates rejections in the international community
12,Plácido Domingo anula sus representaciones en el Real antes de que el teatro las cancelara,El festival de Úbeda tampoco recibirá al tenor y el Palau de les Arts quita su nombre a un centro,"Plácida Domingo hebt ihre Darstellungen im Real ab, bevor das Theater sie absagen konnte.",Das Úbeda-Festival empfängt auch nicht den Tenor und der Palau de les Arts nimmt seinen Namen in ein Zentrum,Plácido Domingo cancels his performances in the Real before the theater cancelled them,The Úbeda festival will also not receive the tenor and the Palau de les Arts takes its name away from a center
13,Así gestionan nuestros vecinos europeos la expansión de Airbnb,"París, Roma o Berlín optan por modelos diferentes para abordar las consecuencias en el mercado turístico e inmobiliario",So verwalten unsere europäischen Nachbarn die Expansion von Airbnb,"Paris, Rom oder Berlin entscheiden sich für verschiedene Modelle, um die Auswirkungen auf den Tourismus- und Immobilienmarkt anzugehen",This is how our European neighbours manage the expansion of Airbnb,"Paris, Rome or Berlin choose different models to address the consequences in the tourism and real estate market"
14,La Fiscalía se querella contra una mujer por tuitear un vídeo falso de menores migrantes,La agresión de unos alumnos a una profesora ocurrió en Brasil y no en España,"Die Staatsanwaltschaft liebt sich gegen eine Frau, weil sie ein gefälschtes Video von Migrantenkindern twittert.",Die Aggression von Schülern gegen eine Lehrerin ereignete sich in Brasilien und nicht in Spanien,Prosecutor's Office Charges a Woman for Tweeting a False Video of Migrant Minors · Global Voices,The aggression of a few students to a teacher occurred in Brazil and not in Spain
15,China desvela de qué está hecha la cara oculta de la Luna,El ‘Yutu-2’ obtiene las imágenes de radar más precisas del interior lunar hasta la fecha,"China enthüllt, was das verborgene Gesicht des Mondes gemacht ist",Das HtayYutu-2 Htay erhält die genauesten Radarbilder des Mondinners bis heute,China reveals what the hidden face of the Moon is made of,‘Yutu-2’ obtains the most accurate radar images of the lunar interior to date
16,Especial EL PAÍS en Arco | Muntadas: “La sociedad ha degradado las palabras”,,SPEZIAL DAS LAND IM LAND DES LANDES LANDES LANDES LANDES: Die Gesellschaft hat die Worte LANDES,,Special THE COUNTRY in Arc  Muntadas: “Society has degraded the words”,
17,"La historia de Duralex, una vajilla tan irrompible como nuestra nostalgia",La marca francesa ha pasado de las estanterías de las tiendas a las vitrinas de los museos,"Die Geschichte von Duralex, einem Geschirr, das so unzerbrechlich ist wie unsere Nostalgie.",Die französische Marke hat sich von den Regalen der Geschäfte zu den Vitrinen der Museen verlagert,"The story of Duralex, a crockery as unbreakable as our nostalgia",The French brand has moved from store shelves to museum showcases
18,¿Por qué los mosquitos se ceban con nuestros tobillos?,"El olor a ácido láctico emanado de los pies, diferente en cada individuo, atrae a estos insectos",Warum ziehen sich die Mücken mit unseren Knöcheln an?,"Der Geruch von Milchsäure aus den Füßen, anders in jedem Individuum, zieht diese Insekten",Why do mosquitoes feed on our ankles?,"The smell of lactic acid emanating from the feet, different in each individual, attracts these insects"
19,Consumo da la razón a los clientes de Fnac que compraron un móvil 575 euros más barato por un error,La empresa ofreció en su web un Huawei de alta gama por 124 euros cuando su precio era de 699 euros. Recibió 12.000 pedidos que anuló,"Verbrauch gibt den Kunden von Fnac Recht, die ein Mobile 575 Euro billiger für einen Fehler kauften","Das Unternehmen bot auf seiner Website ein High-End-Huawei für 124 Euro an, als der Preis 699 Euro betrug.",Consumption gives the reason to Fnac customers who bought a mobile 575 euros cheaper for an error,"The company offered on its website a high-end Huawei for 124 euros when its price was 699 euros. It received 12,000 orders that cancelled"
20,Javier Bardem: “Hoy hay algún Hernán Cortés en el Congreso”,El actor presenta en Berlín 'The Roads Not Taken' a pocas horas de viajar a México para rodar la serie de Amazon sobre el conquistador español producida por Spielberg,Javier Bardem: Heute gibt es einen Hernán Cortés im Kongress,"Der Schauspieler präsentiert in Berlin 'The Roads Not Taken' wenige Stunden Fahrt nach Mexiko, um die Amazon-Serie über den spanischen Eroberer von Spielberg zu drehen",Javier Bardem: “There are some Hernán Cortés in Congress today”,The actor presents in Berlin 'The Roads Not Taken' a few hours away from traveling to Mexico to shoot the Amazon series about the Spanish conqueror produced by Spielberg
