,count,example,word-de,word-en,word-zh
27,83,Tödlicher Vorfall in Gaza: UN kritisieren Israel scharf,Gaza,Gaza,加沙
28,81,Zur Bekanntgabe der offiziellen Auflösung von USAID durch US-Außenminister Marco Rubio erklärt Entwicklungsministerin Reem Alabali Radovan:,durch,by,...通过... ...通过...
29,79,Kraftvoller Schub für internationale Zusammenarbeit und eine gerechtere Welt,Zusammenarbeit,Cooperation,合作
30,78,Ukraine soll schnell weitere Waffen bekommen - Tote bei neuen Angriffen,Ukraine,Ukraine,乌克兰
31,76,"""Made for Germany"": Friedrich Merz sieht Deutschland vor großer Investitionsinitiative",Merz,Merz,梅爾茲
32,76,"Olga Kharlan vor Fecht-WM: ""Russen nicht die Hand schütteln""",vor,before,...前... ...
33,75,Deutsche Fußballerinnen erreichen EM-Halbfinale,Deutsche,German,德国佬
34,73,CDU-Generalsekretär Linnemann will Streit um Richterwahl beilegen,will,want,...我... ...
35,72,Iran: Wie groß ist das Strahlenrisiko nach den US-Angriffen?,das,the,那个...
36,72,"Olga Kharlan vor Fecht-WM: ""Russen nicht die Hand schütteln""",nicht,not,"不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不."
37,69,"Ecuador liefert Bandenchef ""Fito"" an die USA aus",USA,USA,"美国,美国,美国,美国,美国,美,美,美,美,美,美,美,美,美,美,美,美,美,美,美,美,美,美,美,美,美,美,美,美,美,美,美"
38,66,Slowakei: Anti-EU-Rhetorik als Ablenkungsmanöver,als,as,...当... ...
39,66,Iran: Wie groß ist das Strahlenrisiko nach den US-Angriffen?,ist,is,. . . . .
40,64,Deutschland bleibt verlässlicher Partner bei der Bekämpfung von weltweiten Krankheiten,bleibt,Stays,留下
41,64,"Deutsche Wirtschaft: ""Ende der Durststrecke zeichnet sich ab""",sich,you,自我
42,61,Kraftvoller Schub für internationale Zusammenarbeit und eine gerechtere Welt,eine,one,一个... ...一个... ...一个...
43,59,Springreiter Richard Vogel zum ersten Mal Europameister,zum,to the,...到... ...
44,58,Marktbericht: Mit Optimismus in die neue Woche,neue,new,新的...
45,56,Statement von Entwicklungsministerin Reem Alabali Radovan zu dem Anschlag in Damaskus am 22. Juni,am,Date,是... ...
46,56,Warum Russland die Angriffe auf die Ukraine verstärkt,Russland,Russia,俄罗斯
47,53,Statement von Entwicklungsministerin Reem Alabali Radovan zu dem Anschlag in Damaskus am 22. Juni,dem,The,...他... ...
48,52,"Diabetes Typ 1: Was es bedeutet, mit Diabetes zu leben",Was,What,什么?
49,50,Wetterdienst warnt vor Starkregen im Norden und Osten des Landes,des,of the,- ... ...
50,50,Durchsuchungen in Berlin: Razzia bei jungen Menschen wegen islamistischer Kampflieder,Menschen,People,人类
51,50,CDU-Generalsekretär Linnemann will Streit um Richterwahl beilegen,um,for,. . . .
52,49,Bundesnetzagentur: So viele Beschwerden über die Post wie noch nie,über,on,- - - -
53,48,Deutschland bleibt verlässlicher Partner bei der Bekämpfung von weltweiten Krankheiten,Partner,Partners,合伙人
54,47,Deutschland bleibt verlässlicher Partner bei der Bekämpfung von weltweiten Krankheiten,verlässlicher,More reliable,更可靠
55,45,Marktbericht: Mit Optimismus in die neue Woche,Marktbericht,Market report,市场报告
56,45,Statement von Entwicklungsministerin Reem Alabali Radovan zur Unterzeichnung eines Friedensabkommens durch die Außenminister der Demokratischen Republik Kongo und Ruandas in Washington,Statement,Statement,声明
57,44,Entwicklungsministerin Reem Alabali Radovan zur aktuellen Lage in Syrien:,Syrien,Syria,"叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚."
58,44,Medizin: Dein Sohn wird krank. Nur wann?,wird,will,. . . . . .
59,41,Neue Russland-Sanktionen: China droht EU mit Gegenmaßnahmen,EU,EU,欧盟
60,41,Warum beharrt der Iran auf seinem Atomprogramm?,Warum,Why,为什么?
61,41,Durchsuchungen in Berlin: Razzia bei jungen Menschen wegen islamistischer Kampflieder,wegen,for,因为... ...因为...
62,40,Durchsuchungen in Berlin: Razzia bei jungen Menschen wegen islamistischer Kampflieder,Berlin,Berlin,柏林
63,40,Kraftvoller Schub für internationale Zusammenarbeit und eine gerechtere Welt,internationale,international,国际刑警组织
64,40,Viele Tote nach Flugzeugabsturz auf College in Bangladesch,Tote,Dead,死人
65,38,Gaza: Deutschland verspricht Hilfe für Wiederaufbau,Hilfe,Help,救命!
66,37,Iran: Wie groß ist das Strahlenrisiko nach den US-Angriffen?,Iran,Iran,"伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,伊朗,"
67,37,Nahost-Liveblog: ++ 25 Staaten fordern Ende des Gaza-Kriegs ++,Nahost-Liveblog,Middle East live blog,中东里程碑
68,37,Entwicklungsministerin Alabali Radovan: „Gerade jetzt dürfen wir Gaza nicht aus den Augen verlieren.“,wir,we,我们... ...
69,36,Cyberschutz-Verpflichtung für Firmen ab 2026,ab,from,从下到下
70,36,Israel greift erneut Stellungen der Huthis im Jemen an,Israel,Israel,"以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列,以色列."
71,36,Neue rumänische Regierung setzt Sparmaßnahmen um,setzt,Sets,坐下吧
72,35,Wadephul betont Bedeutung der Wissenschaftsfreiheit,Wadephul,Wadephul,Wadephul.
73,34,Entwicklungsministerin Alabali Radovan: „Gerade jetzt dürfen wir Gaza nicht aus den Augen verlieren.“,jetzt,now,现在
74,34,Kraftvoller Schub für internationale Zusammenarbeit und eine gerechtere Welt,Welt,World,世界
75,33,Merz fordert Feuerpause und mehr humanitäre Hilfe für Gaza,fordert,Calls,要求...
76,33,Azzurro ist das neue Beige: Wieso sind Italo-Schlager wieder in?,sind,are,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
77,33,Chronik der US-Präsidentschaft: Die wichtigsten Entscheidungen Donald Trumps im Überblick,Trumps,Trump's,Trumps Trumps
78,32,"Diabetes Typ 1: Was es bedeutet, mit Diabetes zu leben",es,it,...它... ...
79,30,Thailand und Kambodscha einigen sich auf Waffenruhe,Kambodscha,Cambodia,柬埔寨
80,30,Thailand und Kambodscha einigen sich auf Waffenruhe,Thailand,Thailand,"泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国,泰国和泰国."
81,30,Nach US-Kürzungen: Wie weiter mit der Entwicklungshilfe in Nahost?,weiter,continue,向前看
82,30,Deutsche Industrie produziert überraschend wieder mehr,wieder,again,又来一次
83,30,Marktbericht: Anleger zwischen Hoffen und Bangen,zwischen,between,...在... ...
84,29,Initiative „Made for Germany“ plant hohe Investitionen,plant,Plans,计划生育计划
85,29,Zur Bekanntgabe der offiziellen Auflösung von USAID durch US-Außenminister Marco Rubio erklärt Entwicklungsministerin Reem Alabali Radovan:,USAID,USAID,美国代号
86,28,Zur Bekanntgabe der offiziellen Auflösung von USAID durch US-Außenminister Marco Rubio erklärt Entwicklungsministerin Reem Alabali Radovan:,Auflösung,Resolution,解散了
87,28,Vibrio-Bakterien in Europa: Sicher baden trotz Risiko,Europa,Europe,"欧洲,欧洲,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,"
88,28,Kraftvoller Schub für internationale Zusammenarbeit und eine gerechtere Welt,gerechtere,fairer,公平得多.
89,28,Kraftvoller Schub für internationale Zusammenarbeit und eine gerechtere Welt,Kraftvoller,Stronger,更大的力量
90,28,Kraftvoller Schub für internationale Zusammenarbeit und eine gerechtere Welt,Schub,Push,推力
91,28,Ukraine-Liveblog: ++ Ukraine meldet mehrere Todesopfer ++,Ukraine-Liveblog,Ukraine live blog,乌克兰历史博客
92,28,Bundesnetzagentur: So viele Beschwerden über die Post wie noch nie,viele,many,很多
93,28,Deutschland bleibt verlässlicher Partner bei der Bekämpfung von weltweiten Krankheiten,weltweiten,Global,全球化
94,27,Statement von Entwicklungsministerin Reem Alabali Radovan zur Unterzeichnung eines Friedensabkommens durch die Außenminister der Demokratischen Republik Kongo und Ruandas in Washington,Außenminister,Minister for Foreign Affairs,"Foreign Secretary, Foreign Secretary, Foreign Secretary"
95,27,Zur Bekanntgabe der offiziellen Auflösung von USAID durch US-Außenminister Marco Rubio erklärt Entwicklungsministerin Reem Alabali Radovan:,Bekanntgabe,Notification,众所周知的通知
96,27,Statement von Entwicklungsministerin Reem Alabali Radovan zur Unterzeichnung eines Friedensabkommens durch die Außenminister der Demokratischen Republik Kongo und Ruandas in Washington,eines,of the,其中一个
97,27,Zur Bekanntgabe der offiziellen Auflösung von USAID durch US-Außenminister Marco Rubio erklärt Entwicklungsministerin Reem Alabali Radovan:,erklärt,declared,解释了这一点
98,27,Statement von Entwicklungsministerin Reem Alabali Radovan zur Unterzeichnung eines Friedensabkommens durch die Außenminister der Demokratischen Republik Kongo und Ruandas in Washington,Kongo,Congo,刚果民主共和国
99,27,Zur Bekanntgabe der offiziellen Auflösung von USAID durch US-Außenminister Marco Rubio erklärt Entwicklungsministerin Reem Alabali Radovan:,Marco,Marco,Marco Marco
100,27,Zur Bekanntgabe der offiziellen Auflösung von USAID durch US-Außenminister Marco Rubio erklärt Entwicklungsministerin Reem Alabali Radovan:,offiziellen,Official,正式的
101,27,Statement von Entwicklungsministerin Reem Alabali Radovan zur Unterzeichnung eines Friedensabkommens durch die Außenminister der Demokratischen Republik Kongo und Ruandas in Washington,Republik,Republic,共和国
102,27,Zur Bekanntgabe der offiziellen Auflösung von USAID durch US-Außenminister Marco Rubio erklärt Entwicklungsministerin Reem Alabali Radovan:,Rubio,Rubio,Rubio Rubio
103,27,Zur Bekanntgabe der offiziellen Auflösung von USAID durch US-Außenminister Marco Rubio erklärt Entwicklungsministerin Reem Alabali Radovan:,US-Außenminister,US Secretary of State,美国国务卿
104,26,Thailand und Kambodscha einigen sich auf Waffenruhe,Waffenruhe,Ceasefire,停火
105,26,Statement von Entwicklungsministerin Reem Alabali Radovan zur Unterzeichnung eines Friedensabkommens durch die Außenminister der Demokratischen Republik Kongo und Ruandas in Washington,Washington,Washington,华盛顿特区
106,26,Bergungsarbeiten: Havarierter Schlepper soll mit Luftsäcken gehoben werden,werden,will be,...你将... ...
107,25,Alabali Radovan beim Treffen der G20-Entwicklungsminister*innen: Globale Partnerschaften sichern in unsicheren Zeiten,beim,at the,. . . .
108,25,Israelische Armee weitet Einsatz im Gazastreifen aus,Einsatz,Mission,下注吧
109,25,Nahost: Kritik an Israels Vorgehen im Gazastreifen,Gazastreifen,Gaza,加沙地带
110,25,Haushaltsentwurf 2025: Deutschland bleibt verlässlicher Partner in der globalen Zusammenarbeit,globalen,Global,全球化
111,25,News kompakt: Investitions-Initiative soll Wachstum bringen,kompakt,Compact,交易完成
112,25,Deutschland bleibt verlässlicher Partner bei der Bekämpfung von weltweiten Krankheiten,Krankheiten,Diseases,"疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病,疾病等."
113,25,News kompakt: Investitions-Initiative soll Wachstum bringen,News,News,"新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻"
114,25,CDU-Generalsekretär Linnemann will Streit um Richterwahl beilegen,Richterwahl,Election of judges,法官选举
115,25,Griechenland: Brände unter Kontrolle - Gefahr bleibt,unter,under,. . .
116,24,Statement von Entwicklungsministerin Reem Alabali Radovan zu dem Anschlag in Damaskus am 22. Juni,Anschlag,Attack,袭击
117,24,Deutschland bleibt verlässlicher Partner bei der Bekämpfung von weltweiten Krankheiten,Bekämpfung,Combating,与敌军交战
118,24,Statement von Entwicklungsministerin Reem Alabali Radovan zur Unterzeichnung eines Friedensabkommens durch die Außenminister der Demokratischen Republik Kongo und Ruandas in Washington,Demokratischen,DECLARATION,民主黨人
119,24,Entwicklungsministerin Alabali Radovan: „Gerade jetzt dürfen wir Gaza nicht aus den Augen verlieren.“,dürfen,may:,允许我... ...
120,24,Statement von Entwicklungsministerin Reem Alabali Radovan zur Unterzeichnung eines Friedensabkommens durch die Außenminister der Demokratischen Republik Kongo und Ruandas in Washington,Friedensabkommens,Peace Agreement,和平协议
121,24,So geht gesundes Grillen,geht,go,"走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走"
122,24,Haushaltsentwurf 2025: Deutschland bleibt verlässlicher Partner in der globalen Zusammenarbeit,Haushaltsentwurf,Draft budget,预算草案
123,24,Initiative „Made for Germany“ plant hohe Investitionen,hohe,"high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high, high,",高高在上
124,24,Keine Regenbogenfahnen mehr in Bundestagsbüros,Keine,None,"不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不!"
125,24,Entwicklungsministerin Reem Alabali Radovan zur aktuellen Lage in Syrien:,Lage,Situation,情况危急
126,24,Statement von Entwicklungsministerin Reem Alabali Radovan zur Unterzeichnung eines Friedensabkommens durch die Außenminister der Demokratischen Republik Kongo und Ruandas in Washington,Ruandas,Rwanda,"卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达,卢旺达."
127,24,Arbeiterpartei Kurdistans: Erdoğan bezeichnet Entwaffnung der PKK als Sieg für die Türkei,Türkei,Turkey,"土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其和土耳其."
128,24,Statement von Entwicklungsministerin Reem Alabali Radovan zur Unterzeichnung eines Friedensabkommens durch die Außenminister der Demokratischen Republik Kongo und Ruandas in Washington,Unterzeichnung,Signature,簽字吧
129,23,"Erstes Halbjahr: 2,3 Milliarden Euro Verlust bei Stellantis",Euro,Euro,欧元
130,23,Statement von Entwicklungsministerin Reem Alabali Radovan zu dem Anschlag in Damaskus am 22. Juni,Juni,June,六月
131,23,Neues Kapitel der deutsch-britischen Freundschaft,Neues,New,"新的,新的,新的,新的"
132,23,Entwicklungsministerin Alabali Radovan: „Gerade jetzt dürfen wir Gaza nicht aus den Augen verlieren.“,verlieren,lose,输定了
133,22,Entwicklungsministerin Alabali Radovan: „Gerade jetzt dürfen wir Gaza nicht aus den Augen verlieren.“,Augen,Eyes,眼睛... 眼睛...
134,22,Statement von Entwicklungsministerin Reem Alabali Radovan zu dem Anschlag in Damaskus am 22. Juni,Damaskus,Damascus,大马士革.
135,22,Startschuss für europäischen Ukraine-Wiederaufbaufonds,europäischen,European,欧洲的欧洲国家
136,22,30 Jahre Srebrenica:  Europas Schande,Jahre,Years,多年了
137,22,Startschuss für europäischen Ukraine-Wiederaufbaufonds,Startschuss,Launch,发射目标
138,22,Startschuss für europäischen Ukraine-Wiederaufbaufonds,Ukraine-Wiederaufbaufonds,Ukraine Reconstruction Fund,乌克兰重建基金
139,22,Entwicklungsministerin Alabali Radovan: „Gerade jetzt dürfen wir Gaza nicht aus den Augen verlieren.“,“,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ >
140,22,Entwicklungsministerin Alabali Radovan: „Gerade jetzt dürfen wir Gaza nicht aus den Augen verlieren.“,„Gerade,‘Especially,开动吧!
141,21,Extrem-Wetter: Hausärzteverband sieht Hitze als Todesursache unterschätzt,Hitze,Heat,炎热的天气
142,21,Initiative „Made for Germany“ plant hohe Investitionen,Investitionen,Investments,投资
143,21,Nahost: Kritik an Israels Vorgehen im Gazastreifen,Kritik,Criticism,批評?
144,21,Vibrio-Bakterien in Europa: Sicher baden trotz Risiko,trotz,despite,纵使如此
145,21,Starlink für mehr als zwei Stunden ausgefallen,zwei,two,2个
146,20,Wachstumschancen durch erneuerbare Energien: KfW-Kredit hilft deutschen und südafrikanischen Unternehmen,deutschen,German,德国佬
147,20,Nahost-Liveblog: ++ 25 Staaten fordern Ende des Gaza-Kriegs ++,Ende,End,结局是:
148,20,Israel greift erneut Stellungen der Huthis im Jemen an,erneut,again,再一次
149,20,Effiziente Hilfe für Menschen auf der Flucht und die Aufnahmeländer,Flucht,Escape,逃跑
150,20,Klingbeil plant hohe Investitionen in Deutschlands Zukunft,Klingbeil,Klingbeil,叮叮当
151,20,Wie Satelliten Waldbrände früher erkennen können,Waldbrände,Forest fires,森林大火
152,20,Deutschland und Frankreich wollen Startups stärken,wollen,want,...希望... ...
153,19,Effiziente Hilfe für Menschen auf der Flucht und die Aufnahmeländer,Aufnahmeländer,Host countries,接收国
154,19,Effiziente Hilfe für Menschen auf der Flucht und die Aufnahmeländer,Effiziente,Efficient,有效性是有限的
155,19,Merz für deutsche Führungsrolle in der Nato,Führungsrolle,Leadership,领导者的角色
156,19,Entwicklungsministerin Alabali Radovan führt in Ägypten Gespräche zum Wiederaufbau von Gaza,Gespräche,Conversations,谈话
157,19,Neuschwanstein und andere Schlösser ins Weltkulturerbe aufgenommen,ins,In the case of:,...在... ...
158,19,Krieg in Gaza: Mehr als 20 Länder fordern sofortiges Kriegsende,Krieg,War,"战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争"
159,19,PKK legt Waffen nieder: Ende des 40-jährigen Konflikts,legt,Moves,躺在床上
160,19,"Keine Belege für ""Deportationen"" nach Polen",Polen,Poland,"波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人,波兰人."
161,19,Vorwürfe gegen Selenskyj nach Ermittlungen gegen Aktivist,Selenskyj,Selenskyj,塞伦斯基
162,19,News kompakt: Investitions-Initiative soll Wachstum bringen,soll,to:,应为... ...
163,19,Marktbericht: Wall Street ohne klaren Trend,Street,Street,街道上.
164,19,Ukraine soll schnell weitere Waffen bekommen - Tote bei neuen Angriffen,Waffen,Weapons,武器
165,18,Bundesregierung übt Kritik am EU-Haushaltsentwurf,Bundesregierung,Federal Government,联邦政府
166,18,Zollstreit: Worauf sich EU und USA geeinigt haben,haben,have,. . . .
167,18,„Die humanitäre Katastrophe muss jetzt ein Ende haben“,muss,must:,不得不这么做
168,18,Fußball-EM: An den Haaren gezogen: Dauer der Hendrich-Sperre noch offen,noch,Not yet,仍然如此
169,18,Neue rumänische Regierung setzt Sparmaßnahmen um,Regierung,Government,政府... 政府...
170,18,Deutschland und Frankreich wollen Startups stärken,stärken,Strengthen,加强了它
171,17,Gibt es schon direkte Gespräche mit den Taliban in Afghanistan?,Afghanistan,Afghanistan,阿富汗
172,17,Kunst von Prominenten: Jetzt malt er auch noch,auch,also,也同样如此
173,17,Neue Russland-Sanktionen: China droht EU mit Gegenmaßnahmen,China,China,"中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國."
174,17,Klingbeil plant hohe Investitionen in Deutschlands Zukunft,Deutschlands,Germany,"德国,德国,德国,德国,德国,德国,德国,德国,德国,德国,德国,德国,德国,德国,德国."
175,17,Leistungsdruck: Haben Schüler zu viel Druck?,Druck,Pressure,壓力
176,17,Entwicklungsministerin Alabali Radovan führt in Ägypten Gespräche zum Wiederaufbau von Gaza,führt,lead,领导者
177,17,Südafrika: Wenn KI im Gerichtssaal Fehler macht,macht,power,"{\fn黑体\fs22\bord1\shad0\3aHBE\4aH00\fscx67\fscy66\2cHFFFFFF\3cH808080}这样 {\fnarial black\fs12\bord1\shad0\4aH00\fscx90\fscy110}Sometimes, {\fn黑体\fs22\bord1\shad0\3aHBE\4aH00\fscx67\fscy66\2cHFFFFFF\3cH808080}"
178,17,Treffen mit Merz: Firmen kündigen 631 Milliarden Investitionen an,Treffen,Meetings,见面吧
