,count,example,word-de,word-en,word-es
35,29,Así avanzan las encuestas en Galicia y País Vasco,Vorwärts,They're moving forward.,avanzan
36,29,Consumo da la razón a los clientes de Fnac que compraron un móvil 575 euros más barato por un error,preiswert,cheap,barato
37,29,Javier Bardem: “Hoy hay algún Hernán Cortés en el Congreso”,Bardem,Bardem,Bardem
38,29,Plácido Domingo anula sus representaciones en el Real antes de que el teatro las cancelara,stornieren,You'll cancel.,cancelara
39,29,China desvela de qué está hecha la cara oculta de la Luna,Gesicht,face,cara
40,29,Trump nombra al vicepresidente Pence a cargo de la crisis del coronavirus,Amtsbezeichnung,position,cargo
41,29,¿Por qué los mosquitos se ceban con nuestros tobillos?,Zeban,ceban,ceban
42,29,Ciudadanos pagaba un sueldo a un vocal de la Junta Electoral Central que resolvió recursos del partido,Zentral,Central,Central
43,29,El coronavirus de Wuhan | Japón cerrará todos sus centros escolares hasta fin de marzo,Zentren,centres,centros
44,29,El coronavirus de Wuhan | Japón cerrará todos sus centros escolares hasta fin de marzo,Schließen,It'll close.,cerrará
45,29,China desvela de qué está hecha la cara oculta de la Luna,China,China,China
46,29,Ciudadanos pagaba un sueldo a un vocal de la Junta Electoral Central que resolvió recursos del partido,Bürger,Citizens,Ciudadanos
47,29,Mapa de la expansión y claves para entender el coronavirus de Wuhan,Schlüssel,keys,claves
48,29,Consumo da la razón a los clientes de Fnac que compraron un móvil 575 euros más barato por un error,Kunden,clients,clientes
49,29,"La historia de Duralex, una vajilla tan irrompible como nuestra nostalgia",wie,as,como
50,29,Consumo da la razón a los clientes de Fnac que compraron un móvil 575 euros más barato por un error,gekauft,purchased,compraron
51,29,¿Por qué los mosquitos se ceban con nuestros tobillos?,mit,with,con
52,29,Javier Bardem: “Hoy hay algún Hernán Cortés en el Congreso”,Kongress,Congress”,Congreso”
53,29,Consumo da la razón a los clientes de Fnac que compraron un móvil 575 euros más barato por un error,Verbrauch,Consumption,Consumo
54,29,Javier Bardem: “Hoy hay algún Hernán Cortés en el Congreso”,Kurz,Cortés,Cortés
55,29,Trump nombra al vicepresidente Pence a cargo de la crisis del coronavirus,Krise,crisis,crisis
56,29,"Un periodista que viajó a Milán para cubrir el Valencia-Atalanta, positivo por coronavirus",Abdeckung,cover,cubrir
57,29,Consumo da la razón a los clientes de Fnac que compraron un móvil 575 euros más barato por un error,da,da,da
58,29,Especial EL PAÍS en Arco | Muntadas: “La sociedad ha degradado las palabras”,degradiert,degraded,degradado
59,29,China desvela de qué está hecha la cara oculta de la Luna,Enthüllung,Unveil,desvela
60,29,“La magnitud del problema del coronavirus no será diferente a una gripe”,unterschiedlich,different,diferente
61,29,50 antiguos ministros y dirigentes europeos se pronuncian contra el plan de Trump para Palestina,Führer,leaders,dirigentes
62,29,La mesa de diálogo se reunirá mensualmente y los acuerdos serán “en el marco de la seguridad jurídica”,Dialog,dialog,diálogo
63,29,Seis italianos encerrados por partida doble,Doppel,double,doble
64,29,Plácido Domingo anula sus representaciones en el Real antes de que el teatro las cancelara,Sonntag,Sunday,Domingo
65,29,"La historia de Duralex, una vajilla tan irrompible como nuestra nostalgia",Duralex,Duralex,Duralex
66,29,Ciudadanos pagaba un sueldo a un vocal de la Junta Electoral Central que resolvió recursos del partido,Wahl,Electoral,Electoral
67,29,Seis italianos encerrados por partida doble,eingesperrt,locked,encerrados
68,29,Así avanzan las encuestas en Galicia y País Vasco,Erhebungen,surveys,encuestas
69,29,Mapa de la expansión y claves para entender el coronavirus de Wuhan,verstehen,understand,entender
70,29,El Gobierno salva el primer escollo de los Presupuestos gracias a ERC,ERC,ERC,ERC
71,29,Consumo da la razón a los clientes de Fnac que compraron un móvil 575 euros más barato por un error,Fehler,error,error
72,29,El coronavirus de Wuhan | Japón cerrará todos sus centros escolares hasta fin de marzo,Schulkinder,School children,escolares
73,29,El Gobierno salva el primer escollo de los Presupuestos gracias a ERC,Hölle,sluggishness,escollo
74,29,El turismo italiano se resiente; España mira expectante,Spanien,Spain,España
75,29,Especial EL PAÍS en Arco | Muntadas: “La sociedad ha degradado las palabras”,Spezial,Special,Especial
76,29,China desvela de qué está hecha la cara oculta de la Luna,"Es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay, es ist okay,",She's here.,está
77,29,Consumo da la razón a los clientes de Fnac que compraron un móvil 575 euros más barato por un error,EUR,EUR,euros
78,29,El turismo italiano se resiente; España mira expectante,Erwartend,expectant,expectante
79,29,La Fiscalía se querella contra una mujer por tuitear un vídeo falso de menores migrantes,gefälscht,false,falso
80,29,El coronavirus de Wuhan | Japón cerrará todos sus centros escolares hasta fin de marzo,Ende,End,fin
81,29,La Fiscalía se querella contra una mujer por tuitear un vídeo falso de menores migrantes,Staatsanwaltschaft,Office of the Prosecutor,Fiscalía
82,29,Consumo da la razón a los clientes de Fnac que compraron un móvil 575 euros más barato por un error,Fnac,Fnac,Fnac
83,29,Así avanzan las encuestas en Galicia y País Vasco,Galicien,Galicia,Galicia
84,29,Así gestionan nuestros vecinos europeos la expansión de Airbnb,Verwaltung,manage,gestionan
85,29,El Gobierno salva el primer escollo de los Presupuestos gracias a ERC,Regierung,Government,Gobierno
86,29,El Gobierno salva el primer escollo de los Presupuestos gracias a ERC,Danke.,Thank you.,gracias
87,29,“La magnitud del problema del coronavirus no será diferente a una gripe”,Helikopter-Grippe,flu”,gripe”
88,29,Especial EL PAÍS en Arco | Muntadas: “La sociedad ha degradado las palabras”,ha,ha,ha
89,29,El coronavirus de Wuhan | Japón cerrará todos sus centros escolares hasta fin de marzo,bis,up to,hasta
90,29,Javier Bardem: “Hoy hay algún Hernán Cortés en el Congreso”,Es gibt,There's,hay
91,29,China desvela de qué está hecha la cara oculta de la Luna,fertig,done,hecha
92,29,Javier Bardem: “Hoy hay algún Hernán Cortés en el Congreso”,Hernan,Hernán,Hernán
93,29,"La historia de Duralex, una vajilla tan irrompible como nuestra nostalgia",Geschichte,history,historia
94,29,"La historia de Duralex, una vajilla tan irrompible como nuestra nostalgia",unzerbrechlich,unbreakable,irrompible
95,29,El turismo italiano se resiente; España mira expectante,Italienisch,Italian,italiano
96,29,Seis italianos encerrados por partida doble,Italien,Italian,italianos
97,29,El coronavirus de Wuhan | Japón cerrará todos sus centros escolares hasta fin de marzo,Japan,Japan,Japón
98,29,Javier Bardem: “Hoy hay algún Hernán Cortés en el Congreso”,Javier,Javier,Javier
99,29,Ciudadanos pagaba un sueldo a un vocal de la Junta Electoral Central que resolvió recursos del partido,Vorstand,Board,Junta
100,29,La mesa de diálogo se reunirá mensualmente y los acuerdos serán “en el marco de la seguridad jurídica”,Rechts- und Verwaltungsvorschriften,legal system”,jurídica”
101,29,China desvela de qué está hecha la cara oculta de la Luna,Mond,Moon,Luna
102,29,“La magnitud del problema del coronavirus no será diferente a una gripe”,Größe,magnitude,magnitud
103,29,Mapa de la expansión y claves para entender el coronavirus de Wuhan,Karte,Map,Mapa
104,29,La mesa de diálogo se reunirá mensualmente y los acuerdos serán “en el marco de la seguridad jurídica”,Rahmen,frame,marco
105,29,El coronavirus de Wuhan | Japón cerrará todos sus centros escolares hasta fin de marzo,März,March,marzo
106,29,La Fiscalía se querella contra una mujer por tuitear un vídeo falso de menores migrantes,Minderjährige,Minors,menores
107,29,La mesa de diálogo se reunirá mensualmente y los acuerdos serán “en el marco de la seguridad jurídica”,monatlich,monthly,mensualmente
108,29,La mesa de diálogo se reunirá mensualmente y los acuerdos serán “en el marco de la seguridad jurídica”,Tisch,table,mesa
109,29,La Fiscalía se querella contra una mujer por tuitear un vídeo falso de menores migrantes,Migranten,migrants,migrantes
110,29,"Un periodista que viajó a Milán para cubrir el Valencia-Atalanta, positivo por coronavirus",Mailand,Milan,Milán
111,29,50 antiguos ministros y dirigentes europeos se pronuncian contra el plan de Trump para Palestina,Minister,Ministers,ministros
112,29,El turismo italiano se resiente; España mira expectante,Sieh dir das an.,Look.,mira
113,29,¿Por qué los mosquitos se ceban con nuestros tobillos?,Moskitos,mosquitoes,mosquitos
114,29,La Fiscalía se querella contra una mujer por tuitear un vídeo falso de menores migrantes,weiblich,woman,mujer
115,29,Especial EL PAÍS en Arco | Muntadas: “La sociedad ha degradado las palabras”,mit einem Quadratmetergewicht von mehr als 200 g,Munts,Muntadas
116,29,Consumo da la razón a los clientes de Fnac que compraron un móvil 575 euros más barato por un error,mehr,more,más
117,29,Consumo da la razón a los clientes de Fnac que compraron un móvil 575 euros más barato por un error,Mobil,mobile,móvil
118,29,“La magnitud del problema del coronavirus no será diferente a una gripe”,Nein.,no,no
119,29,Trump nombra al vicepresidente Pence a cargo de la crisis del coronavirus,Bezeichnung,name,nombra
120,29,"La historia de Duralex, una vajilla tan irrompible como nuestra nostalgia",Nostalgie,nostalgia,nostalgia
121,29,"La historia de Duralex, una vajilla tan irrompible como nuestra nostalgia",unsere,ours,nuestra
122,29,China desvela de qué está hecha la cara oculta de la Luna,versteckt,Hidden,oculta
123,29,Ciudadanos pagaba un sueldo a un vocal de la Junta Electoral Central que resolvió recursos del partido,bezahlte,I was paying.,pagaba
124,29,Especial EL PAÍS en Arco | Muntadas: “La sociedad ha degradado las palabras”,"Wörter ""Bereitschaft"" oder ""Bereitschaft""",words”,palabras”
125,29,50 antiguos ministros y dirigentes europeos se pronuncian contra el plan de Trump para Palestina,Palästina,Palestine,Palestina
126,29,Seis italianos encerrados por partida doble,Partie,item,partida
127,29,Ciudadanos pagaba un sueldo a un vocal de la Junta Electoral Central que resolvió recursos del partido,Spiel,match,partido
128,29,Trump nombra al vicepresidente Pence a cargo de la crisis del coronavirus,Pence,Pence,Pence
129,29,"Un periodista que viajó a Milán para cubrir el Valencia-Atalanta, positivo por coronavirus",Journalist,journalist,periodista
130,29,50 antiguos ministros y dirigentes europeos se pronuncian contra el plan de Trump para Palestina,Plan,plan,plan
131,29,Plácido Domingo anula sus representaciones en el Real antes de que el teatro las cancelara,Plazid,Placido,Plácido
132,29,"Un periodista que viajó a Milán para cubrir el Valencia-Atalanta, positivo por coronavirus",positiv,positive,positivo
133,29,El Gobierno salva el primer escollo de los Presupuestos gracias a ERC,Haushaltspläne,Budgets,Presupuestos
134,29,El Gobierno salva el primer escollo de los Presupuestos gracias a ERC,Erste,first,primer
135,29,“La magnitud del problema del coronavirus no será diferente a una gripe”,Problem,problem,problema
136,29,50 antiguos ministros y dirigentes europeos se pronuncian contra el plan de Trump para Palestina,Aussprachen,pronounce,pronuncian
137,29,La Fiscalía se querella contra una mujer por tuitear un vídeo falso de menores migrantes,Querella,complaint,querella
138,29,Consumo da la razón a los clientes de Fnac que compraron un móvil 575 euros más barato por un error,Grund,reason,razón
139,29,Plácido Domingo anula sus representaciones en el Real antes de que el teatro las cancelara,Real,Actual,Real
140,29,Ciudadanos pagaba un sueldo a un vocal de la Junta Electoral Central que resolvió recursos del partido,Ressourcen,resources,recursos
141,29,Plácido Domingo anula sus representaciones en el Real antes de que el teatro las cancelara,Darstellungen,representations,representaciones
142,29,El turismo italiano se resiente; España mira expectante,widerspenstig;,resides;,resiente;
143,29,Ciudadanos pagaba un sueldo a un vocal de la Junta Electoral Central que resolvió recursos del partido,gelöst,resolved,resolvió
144,29,La mesa de diálogo se reunirá mensualmente y los acuerdos serán “en el marco de la seguridad jurídica”,gruppiert,meet,reunirá
145,29,El Gobierno salva el primer escollo de los Presupuestos gracias a ERC,salva,save,salva
146,29,La mesa de diálogo se reunirá mensualmente y los acuerdos serán “en el marco de la seguridad jurídica”,Sicherheit,security,seguridad
147,29,Seis italianos encerrados por partida doble,Sechs,Six,Seis
148,29,“La magnitud del problema del coronavirus no será diferente a una gripe”,wird,It'll be,será
149,29,La mesa de diálogo se reunirá mensualmente y los acuerdos serán “en el marco de la seguridad jurídica”,werden,will be,serán
150,29,Especial EL PAÍS en Arco | Muntadas: “La sociedad ha degradado las palabras”,Gesellschaft,society,sociedad
151,29,Ciudadanos pagaba un sueldo a un vocal de la Junta Electoral Central que resolvió recursos del partido,Gehalt,salary,sueldo
152,29,"La historia de Duralex, una vajilla tan irrompible como nuestra nostalgia",so,So,tan
153,29,Plácido Domingo anula sus representaciones en el Real antes de que el teatro las cancelara,Theater,theatre,teatro
154,29,¿Por qué los mosquitos se ceban con nuestros tobillos?,Knöchel,ankles,tobillos
155,29,El coronavirus de Wuhan | Japón cerrará todos sus centros escolares hasta fin de marzo,alle,all,todos
156,29,La Fiscalía se querella contra una mujer por tuitear un vídeo falso de menores migrantes,twittern,tweet,tuitear
157,29,El turismo italiano se resiente; España mira expectante,Tourismus,tourism,turismo
158,29,"La historia de Duralex, una vajilla tan irrompible como nuestra nostalgia",Geschirr,crockery,vajilla
159,29,"Un periodista que viajó a Milán para cubrir el Valencia-Atalanta, positivo por coronavirus",Valencia-Atalanta,Valencia-Atalanta,Valencia-Atalanta
160,29,Así avanzan las encuestas en Galicia y País Vasco,Vasco,Basque,Vasco
161,29,Así gestionan nuestros vecinos europeos la expansión de Airbnb,Nachbarn,neighbours,vecinos
162,29,"Un periodista que viajó a Milán para cubrir el Valencia-Atalanta, positivo por coronavirus",Er ist gereist.,He traveled.,viajó
163,29,Trump nombra al vicepresidente Pence a cargo de la crisis del coronavirus,Vizepräsident,Vice-President,vicepresidente
164,29,Ciudadanos pagaba un sueldo a un vocal de la Junta Electoral Central que resolvió recursos del partido,Vokal,vowel,vocal
165,29,La Fiscalía se querella contra una mujer por tuitear un vídeo falso de menores migrantes,Video,video,vídeo
166,29,¿Por qué los mosquitos se ceban con nuestros tobillos?,Wieso?,Why?,¿Por
167,29,La mesa de diálogo se reunirá mensualmente y los acuerdos serán “en el marco de la seguridad jurídica”,HELIOS,“in,“en
168,29,Javier Bardem: “Hoy hay algún Hernán Cortés en el Congreso”,Heute,“Today,“Hoy
