,count,example,word-de,word-en,word-es
66,26,Los diez días en los que Gavin Newsom dominó el lenguaje MAGA para enfurecer a los simpatizantes de Trump,Tage,days,días
67,26,Gaza y las leyes de hierro de la guerra,Gaza,Gaza,Gaza
68,26,"Alessio Lisci, el nuevo entrenador de Osasuna: “El fútbol evoluciona, pero hacia cosas que ya han pasado”",neu,new,nuevo
69,26,“Las faltas de ortografía son como salir a la calle con una mancha en la camisa”,sind,are,son
70,25,"Un periodista que viajó a Milán para cubrir el Valencia-Atalanta, positivo por coronavirus",Coronavirus,coronavirus,coronavirus
71,25,La subida del nivel del mar amenaza a 13 millones de agricultores en todo el mundo,Welt,world,mundo
72,25,"Última hora de los incendios en España, en directo | 31.130 personas han sido evacuadas por los incendios desde el pasado 12 de agosto",Personen,persons,personas
73,24,Cómo Barcelona se ha convertido en la ciudad con mayor número de heladerías de España,Barcelona,Barcelona,Barcelona
74,24,“Aquí tienes arrugas. Deberías ponerte bótox”: cuando visitar un centro estético se convierte en un ataque a la autoestima,wenn,when,cuando
75,24,¿A qué huele el infierno? La IA recrea olores que marcaron la historia y la cultura de Europa,Europa,Europe,Europa
76,24,"Muere Isabel Guerrero, la niña que hizo visible la realidad del cáncer infantil",Stirb.,Die,Muere
77,23,Los datos apuntan ya al peor año de incendios en España en tres décadas tras un agosto brutal,Jahr,year,año
78,23,"Última hora de los incendios en España, en directo | 31.130 personas han sido evacuadas por los incendios desde el pasado 12 de agosto",von,from,desde
79,23,Un alto cargo educativo de la Junta andaluza asesoró este curso a una universidad privada,Osten,east,este
80,23,"La ola de calor se despide con avisos en Alicante y Murcia por altas temperaturas y un récord de 45,8 grados en Jerez de la Frontera",Welle,wave,ola
81,22,Un muerto y cinco personas heridas por arma blanca tras una pelea multitudinaria en un pueblo de Almería,Fünf,five,cinco
82,22,La batalla por Washington DC: un presidente contra una ciudad,Stadt,city,ciudad
83,22,"Última hora de los incendios en España, en directo | 31.130 personas han sido evacuadas por los incendios desde el pasado 12 de agosto",direkt,Direct,directo
84,22,"Pickleball, el deporte que está en auge en España y que apunta a destronar al baloncesto en Estados Unidos",Staaten,States,Estados
85,22,El coronavirus de Wuhan | Japón cerrará todos sus centros escolares hasta fin de marzo,bis,up to,hasta
86,22,Propietarios que alquilan solo en verano: “El ingreso puede triplicar o cuadruplicar el de una semana en temporada baja”,kann,may,puede
87,22,"Alessio Lisci, el nuevo entrenador de Osasuna: “El fútbol evoluciona, pero hacia cosas que ya han pasado”",● El,“The,“El
88,22,“La magnitud del problema del coronavirus no será diferente a una gripe”,"B. mit einem Gewicht von mehr als 1 kg, jedoch nicht mehr als 1 kg,",“The,“La
89,21,Quiero alquilar una casa por 6.000 euros al mes (paga la empresa): los expatriados calientan el sector de las viviendas de lujo,Zuhause,home,casa
90,21,Trump nombra al vicepresidente Pence a cargo de la crisis del coronavirus,Krise,crisis,crisis
91,21,"La historia de Duralex, una vajilla tan irrompible como nuestra nostalgia",Geschichte,history,historia
92,21,El incendio de Jarilla arrasa “desbocado” 12.000 hectáreas en Extremadura y se aproxima a la provincia de Salamanca,Feuer,fire,incendio
93,21,"La actriz Cristina Castaño, madre de su primer hijo: León",Löwe,Lion,León
94,21,Yolanda Pérez (Stage): “Hay mucha gente que está trayendo cosas que ni siquiera son musicales”,und,and/or,ni
95,21,El vídeo del vídeo: la fan que compartió la infidelidad viral en un concierto de Coldplay y cómo el cotilleo vive una nueva edad de oro,neu,new,nueva
96,21,El PP desdeña el pacto propuesto por Pedro Sánchez y el Gobierno pide responsabilidad,PP,PP,PP
97,21,Seis meses para ver al urólogo y cinco para el trauma: las listas de espera suben en Cataluña,sehen,view,ver
98,21,"Última hora de los incendios en España, en directo | 31.130 personas han sido evacuadas por los incendios desde el pasado 12 de agosto",Letzte,Last,Última
99,20,Referentes occidentales e inmigración,e,e,e
100,20,La junta militar de Myanmar anuncia la celebración de  elecciones por primera vez desde el golpe de Estado de 2021,Status,State,Estado
101,20,Lamine Yamal hace oficial en Instagram su relación con Nicki Nicole,macht...,It does.,hace
102,20,"Última hora de los incendios en España, en directo | 31.130 personas han sido evacuadas por los incendios desde el pasado 12 de agosto",Uhrzeit,time,hora
103,20,Ciudadanos pagaba un sueldo a un vocal de la Junta Electoral Central que resolvió recursos del partido,Vorstand,Board,Junta
104,20,"Imagina bien, rinde mejor: el poder del entrenamiento psicológico en el deporte",besser,better,mejor
105,20,Plácido Domingo anula sus representaciones en el Real antes de que el teatro las cancelara,Real,Actual,Real
106,19,Desde Rusia con pastillas y con amor,Liebe,love,amor
107,19,La foto que nunca se hizo de la muerte de John Lennon,Niemals,Never,nunca
108,19,El Gobierno salva el primer escollo de los Presupuestos gracias a ERC,Erste,first,primer
109,19,Seis italianos encerrados por partida doble,Sechs,Six,Seis
110,18,50 antiguos ministros y dirigentes europeos se pronuncian contra el plan de Trump para Palestina,Europäer,European,europeos
111,18,Ciudadanos pagaba un sueldo a un vocal de la Junta Electoral Central que resolvió recursos del partido,Spiel,match,partido
112,18,Trump exige a Zelenski que renuncie a Crimea y a la adhesión a la OTAN como condiciones para firmar la paz con Rusia,Frieden,peace,paz
113,18,El tifón ‘Kajiki’ anega la isla china de Hainan y pone en “máxima alerta” a Vietnam,setzt,puts,pone
114,18,El ocaso del veraneo en Italia: las familias ya solo van a la playa el fin de semana,Woche,week,semana
115,18,"Pickleball, el deporte que está en auge en España y que apunta a destronar al baloncesto en Estados Unidos",Vereinigte Staaten,United,Unidos
116,17,Plácido Domingo anula sus representaciones en el Real antes de que el teatro las cancelara,vorher,before,antes
117,17,Los datos apuntan ya al peor año de incendios en España en tres décadas tras un agosto brutal,Daten,data,datos
118,17,La falta de avances en la reforma del profesorado amenaza con desatar una tormenta educativa en el inicio de curso,fehlt,missing,falta
119,17,El coronavirus de Wuhan | Japón cerrará todos sus centros escolares hasta fin de marzo,Ende,End,fin
120,17,Así avanzan las encuestas en Galicia y País Vasco,Galicien,Galicia,Galicia
121,17,"Última hora de los incendios en España, en directo | 31.130 personas han sido evacuadas por los incendios desde el pasado 12 de agosto",ng,have,han
122,17,El ministro de Exteriores belga amenaza con una “grave crisis” en el Gobierno por la tibieza con Israel,Israel,Israel,Israel
123,17,Las mejores lámparas de uñas para una manicura de gel perfecta,besser,better,mejores
124,17,Seis meses para ver al urólogo y cinco para el trauma: las listas de espera suben en Cataluña,Monate,months,meses
125,17,50 antiguos ministros y dirigentes europeos se pronuncian contra el plan de Trump para Palestina,Plan,plan,plan
126,17,La junta militar de Myanmar anuncia la celebración de  elecciones por primera vez desde el golpe de Estado de 2021,einmal,time,vez
127,16,Los datos apuntan ya al peor año de incendios en España en tres décadas tras un agosto brutal,August,August,agosto
128,16,La junta militar de Myanmar anuncia la celebración de  elecciones por primera vez desde el golpe de Estado de 2021,Schlag,hit,golpe
129,16,Mapa de la expansión y claves para entender el coronavirus de Wuhan,Karte,Map,Mapa
130,16,La Fiscalía se querella contra una mujer por tuitear un vídeo falso de menores migrantes,weiblich,woman,mujer
131,16,La mesa de diálogo se reunirá mensualmente y los acuerdos serán “en el marco de la seguridad jurídica”,Sicherheit,security,seguridad
132,16,Flavita Banana: propósito de septiembre 9,September,September,septiembre
133,16,Maluma elogia en un concierto la gestión de Bukele: “Colombia tiene mucho que aprender de El Salvador”,Sie haben...,you have,tiene
134,16,"Viajar, estudiar, trabajar y no perderse: así es la experiencia internacional capaz de cambiar tu vida",Du,You,tu
135,15,China desvela de qué está hecha la cara oculta de la Luna,China,China,China
136,15,Consumo da la razón a los clientes de Fnac que compraron un móvil 575 euros más barato por un error,da,da,da
137,15,"Tres años y medio después, Margarita salió de Mariupol para volver a ver a su madre",nach,after,después
138,15,Todo Instagram está en Japón: por qué se ha convertido en el destino de moda entre los españoles,Spanisch,Spanish,españoles
139,15,La Fiscalía se querella contra una mujer por tuitear un vídeo falso de menores migrantes,Staatsanwaltschaft,Office of the Prosecutor,Fiscalía
140,15,"Bruselas retrasa la apertura de Mercosur, su próximo gran frente comercial",gegenüber,front,frente
141,15,Trump se reunirá con Putin en Alaska el viernes 15 para tratar sobre la guerra en Ucrania,Putin,Putin,Putin
142,15,Nagasaki advierte del riesgo creciente de una guerra nuclear 80 años después de su bombardeo,Risiko,risk,riesgo
143,15,Así avanzan las encuestas en Galicia y País Vasco,Vasco,Basque,Vasco
144,14,"Imagina bien, rinde mejor: el poder del entrenamiento psicológico en el deporte",entweder,Good.,bien
145,14,¿Pollo o pasta? Las aerolíneas no quieren derrochar tanta comida,Nahrung,food,comida
146,14,Séptimo día de calor con 13 comunidades  con avisos por temperaturas extremas,Tag,day,día
147,14,"La ola de calor se despide con avisos en Alicante y Murcia por altas temperaturas y un récord de 45,8 grados en Jerez de la Frontera",Grad,degrees,grados
148,14,‘Sandman’: La gran obra maestra del cómic se despide de Netflix bajo la sombra de los escándalos de Neil Gaiman,gross,great,gran
149,14,"Mareo, confusión... ¿Cuáles son los síntomas y qué hacer ante un golpe de calor?",tun,do,hacer
150,14,La foto que nunca se hizo de la muerte de John Lennon,Tod,death,muerte
151,14,"Imagina bien, rinde mejor: el poder del entrenamiento psicológico en el deporte",Macht,power,poder
152,14,La junta militar de Myanmar anuncia la celebración de  elecciones por primera vez desde el golpe de Estado de 2021,Erste,first,primera
153,14,Un muerto y cinco personas heridas por arma blanca tras una pelea multitudinaria en un pueblo de Almería,Dorf,people,pueblo
154,14,La Junta andaluza rechaza de nuevo los grados de IA e Ingeniería Biomédica en las universidades de Granada y Jaén,abgelehnt,rejects,rechaza
155,14,El PP desdeña el pacto propuesto por Pedro Sánchez y el Gobierno pide responsabilidad,Sanchez,Sanchez,Sánchez
156,14,Un reencuentro discreto entre el Reino Unido y la UE deja atrás las rencillas del Brexit,EU,EU,UE
157,14,‘Sorpasso’ en el ‘ranking’ de Shanghái: China y Taiwán ya tienen más universidades que EE UU en los 500 primeros puestos,Universitäten,universities,universidades
158,14,Los alimentos ultraprocesados podrían no ser el enemigo público número uno de nuestra dieta,Eins.,one,uno
159,14,¿Por qué los mosquitos se ceban con nuestros tobillos?,Wieso?,Why?,¿Por
160,13,La recogida puerta a puerta se abre paso en el País Vasco,Öffnet,Open,abre
161,13,Consulte el mapa de los incendios activos en España y cómo van avanzando los fuegos,Aktiva,assets,activos
162,13,Un alto cargo educativo de la Junta andaluza asesoró este curso a una universidad privada,hoch,high,alto
163,13,‘La uso casi todos los días en la cocina’: así es la báscula digital que arrasa en Amazon,Amazon,Amazon,Amazon
164,13,"Riki Blanco: fondo y techo, techo y fondo",Weiß,White,Blanco
165,13,"Mariano Fontecilla, el funcionario público chileno de 100 años: “Quiero estar en la ‘fiestonga’ del próximo cambio de mando”",Veränderung,change,cambio
166,13,"Archivada la causa contra Nordin, el ‘influencer’ español con 500.000 seguidores detenido por supuesto yihadismo: “Ahora, ¿cómo se limpia esto?”",verhaftet,detained,detenido
167,13,13 fallecidos en accidentes de tráfico durante el puente de la Virgen de Agosto,während,during,durante
168,13,¿Cuánta energía consume cada pregunta a la IA?: como ver la televisión nueve segundos,Energie,energy,energía
169,13,Las zapatillas Vibram Fivefingers que han conquistado a esta influencer para entrenar,ist,This one.,esta
170,13,Polémica en Francia por la cancelación de ‘Barbie’ en un cine de verano por “denigrar a la mujer”,Frankreich,France,Francia
171,13,La Fiscalía se querella contra una mujer por tuitear un vídeo falso de menores migrantes,Minderjährige,Minors,menores
172,13,Los aranceles de Trump reconfiguran el comercio mundial mientras dan los primeros golpes a los socios de EE UU,während,while,mientras
173,13,"La historia de Duralex, una vajilla tan irrompible como nuestra nostalgia",unsere,ours,nuestra
174,13,50 antiguos ministros y dirigentes europeos se pronuncian contra el plan de Trump para Palestina,Palästina,Palestine,Palestina
175,13,Trump exige a Zelenski que renuncie a Crimea y a la adhesión a la OTAN como condiciones para firmar la paz con Rusia,Russland,Russia,Rusia
176,13,El Congreso de EE UU pide también investigar el contrato de Interior con Huawei,auch,also,también
177,13,‘Sorpasso’ en el ‘ranking’ de Shanghái: China y Taiwán ya tienen más universidades que EE UU en los 500 primeros puestos,Sie haben,They've got,tienen
178,13,"La vivienda en el sur de Madrid, a debate: negociar o imponer precios",Wohnen,housing,vivienda
179,12,Emergencias advierte de la mala calidad del aire en Madrid y pide evitar estar en exteriores por largo tiempo,Luft,air,aire
180,12,‘La uso casi todos los días en la cocina’: así es la báscula digital que arrasa en Amazon,fast,Almost.,casi
181,12,El coronavirus de Wuhan | Japón cerrará todos sus centros escolares hasta fin de marzo,Zentren,centres,centros
182,12,El palestino que defendió su tesis de la Universidad del País Vasco desde Cisjordania: “Estudiar puede ser una forma de resistencia”,Westjordanland,West Bank,Cisjordania
183,12,"Muere Isabel Guerrero, la niña que hizo visible la realidad del cáncer infantil",Krebs,cancer,cáncer
184,12,Un reencuentro discreto entre el Reino Unido y la UE deja atrás las rencillas del Brexit,Lass mich los.,Let's go.,deja
185,12,Los diez días en los que Gavin Newsom dominó el lenguaje MAGA para enfurecer a los simpatizantes de Trump,10,ten,diez
186,12,"Aviso rojo por calor extremo en Sevilla, Valencia y Tarragona, donde llegarán a los 44 y 42 grados",wobei,where,donde
187,12,"Las chicas sacan cada vez más ventaja a los chicos en educación: “Para algunos, estudiar resta masculinidad”",Bildung,education,educación
188,12,"Alyson Stoner, la última estrella infantil en denunciar las dificultades de crecer en Hollywood: “Eras recompensado por ser maleable y fácil de trabajar”",einfach,easy,fácil
189,12,La foto que nunca se hizo de la muerte de John Lennon,Er hat...,He did.,hizo
190,12,‘Metal bros’: ¿Por qué los hombres ‘millennials’ están obsesionados por llenar sus casas de metal?,Männer,men,hombres
191,12,El Hospital Regional de Málaga confirma cinco positivos por tuberculosis entre sus profesionales,Krankenhaus,Hospital,Hospital
192,12,"Viajar, estudiar, trabajar y no perderse: así es la experiencia internacional capaz de cambiar tu vida",international,International,internacional
193,12,El coronavirus de Wuhan | Japón cerrará todos sus centros escolares hasta fin de marzo,Japan,Japan,Japón
194,12,Javier Bardem: “Hoy hay algún Hernán Cortés en el Congreso”,Javier,Javier,Javier
195,12,"La presa de Buseo de la Generalitat que se desbordó en la dana: “Hasta que no ha habido muertos, no se le ha hecho caso”",el,le,le
196,12,"Tres años y medio después, Margarita salió de Mariupol para volver a ver a su madre",mittel,medium,medio
197,12,"Así nació TaskHer, un servicio de manitas que solo contrata mujeres: “Era un sector obsoleto”",Frauen,women,mujeres
198,12,Woody Allen se ofrece a rodar una película en Rusia en plena invasión de Ucrania,Film,film,película
199,12,Los datos apuntan ya al peor año de incendios en España en tres décadas tras un agosto brutal,Schlimmer,worst,peor
200,12,"Un recorrido por los precios de los restaurantes en Ibiza: “Mientras la gente lo pague, esto no va a cambiar”",Preise,prices,precios
201,12,España y Reino Unido planean derrumbar la verja con Gibraltar el próximo enero,Nächstes Mal,Next,próximo
202,12,"Annobón, la isla africana que quiere ser independiente... o argentina",will...,He wants to.,quiere
203,12,"Riki Blanco: fondo y techo, techo y fondo",Riki,Riki,Riki
204,12,"Modelos súper delgadas en los anuncios sí, pero que parezcan saludables",Ja.,Yes,sí
205,12,El palestino que defendió su tesis de la Universidad del País Vasco desde Cisjordania: “Estudiar puede ser una forma de resistencia”,Universität,University,Universidad
206,12,Un crucero íntimo a las Cícladas más desconocidas: el escondite perfecto en Grecia para las vacaciones,Urlaub,holidays,vacaciones
207,12,Así gestionan nuestros vecinos europeos la expansión de Airbnb,Nachbarn,neighbours,vecinos
208,12,Trump exige a Zelenski que renuncie a Crimea y a la adhesión a la OTAN como condiciones para firmar la paz con Rusia,Zelenski,Zelenski,Zelenski
209,11,Más allá de la subjetividad: cómo la tecnología pretende mejorar los diagnósticos psiquiátricos,Da drüben.,Over there.,allá
210,11,"Izar Alonso, matemática: “La teoría de cuerdas nunca se podrá demostrar experimentalmente”",Alonso,Alonso,Alonso
211,11,La subida del nivel del mar amenaza a 13 millones de agricultores en todo el mundo,Bedrohung,threat,amenaza
212,11,La junta militar de Myanmar anuncia la celebración de  elecciones por primera vez desde el golpe de Estado de 2021,kündigt an,announces,anuncia
213,11,Ayuso lleva al colapso al Consejo Escolar del Estado al retirar de golpe a la mitad de su equipo técnico,Hilfe,Ayuso,Ayuso
214,11,Flavita Banana: propósito de septiembre 9,Bananen,Banana,Banana
215,11,"La directora de Protección Civil acusa a los presidentes de Galicia, Castilla y León y Extremadura de pedir “imposibles”",Kastilien,Castile,Castilla
216,11,Seis meses para ver al urólogo y cinco para el trauma: las listas de espera suben en Cataluña,Warte.,Wait.,espera
217,11,"La vida de Andry Hernández tras dejar la cárcel del terror de Bukele: “Nuestros cuerpos están en libertad, pero nuestras mentes siguen allá”",sind,They're,están
218,11,Mapa de la expansión y claves para entender el coronavirus de Wuhan,Erweiterung,expansion,expansión
219,11,Flavita Banana: propósito de septiembre 9,Flavita,Flavita,Flavita
220,11,El palestino que defendió su tesis de la Universidad del País Vasco desde Cisjordania: “Estudiar puede ser una forma de resistencia”,Form,shape,forma
221,11,"Uribe vuelve a la libertad y a la campaña: “No vamos a decir fuera Petro, vamos a decir adentro democracia”",außen,Out.,fuera
222,11,"Alessio Lisci, el nuevo entrenador de Osasuna: “El fútbol evoluciona, pero hacia cosas que ya han pasado”",Fußball,football,fútbol
223,11,Maluma elogia en un concierto la gestión de Bukele: “Colombia tiene mucho que aprender de El Salvador”,Verwaltung,management,gestión
224,11,El alcalde de Noblejas pone fin a la huelga de hambre que mantenía para exigir un instituto en su pueblo,Hunger,hunger,hambre
225,11,El alcalde de Noblejas pone fin a la huelga de hambre que mantenía para exigir un instituto en su pueblo,Streik,strike,huelga
226,11,Incomodidad en el PP por el veto al islam en Jumilla,Jumilla,Jumilla,Jumilla
227,11,La “aparente integración” de los nueve jóvenes de Ripoll que perpetraron el 17-A,Jugendliche,young people,jóvenes
228,11,La cuenta atrás no queda en el Barcelona: más de 50 fichajes siguen sin estar inscritos en la Liga,Liga,League,Liga
229,11,La Agència Tributària de Catalunya prepara su mayor desafío con ingresos récord pero atascada en fraude y plantilla,größer,higher,mayor
230,11,La Fiscalía se querella contra una mujer por tuitear un vídeo falso de menores migrantes,Migranten,migrants,migrantes
231,11,"España recibe 23.100 millones del plan de recuperación, el mayor pago hasta el momento",Moment,moment,momento
232,11,La excanciller de Milei lo critica por el caso $Libra: “O no es muy inteligente o es una especie de corrupto”,sehr,very,muy
233,11,Trump ordena el despliegue de la Guardia Nacional en Washington contra la delincuencia,National,National,Nacional
234,11,En la noche oscura del amor: dos miradas francesas al deseo,Nacht,night,noche
235,11,"Peridis: España, una; España, santa",Peridis,Peridis,Peridis
236,11,El insólito policía y juez de las SS que perseguía a sus colegas criminales desde dentro del mismo sistema nazi,Polizei,Police,policía
237,11,La polarización política por los incendios llega a los pueblos,Politik,political,política
238,11,La Agència Tributària de Catalunya prepara su mayor desafío con ingresos récord pero atascada en fraude y plantilla,Vorbereiten,prepare,prepara
239,11,La recogida puerta a puerta se abre paso en el País Vasco,Tür,door,puerta
240,11,Debacle en las oposiciones a profesor de secundaria: una de cada cuatro plazas queda desierta en España,bleibt,left.,queda
241,11,"La ola de calor se despide con avisos en Alicante y Murcia por altas temperaturas y un récord de 45,8 grados en Jerez de la Frontera",Rekord,record,récord
242,11,‘Body swap’: ¿por qué el intercambio de cuerpos sigue protagonizando historias en el cine?,Weiter.,Go on.,sigue
243,11,Del remojón al escarapuche: platos poco conocidos que no hay que perderse si viajas al sur de España,Süd,south,sur
244,11,"Monociclos, patinetes y bicicletas: he probado los mejores transportes eléctricos y te aconsejo cuál comprar",te,you,te
245,11,"Vox ha perdido 7,3 millones y más de la cuarta parte de las cuotas de sus afiliados en solo tres años",Vox,Vox,Vox
246,11,Pedro Piqueras abandona la jubilación y vuelve a la televisión como analista de ‘Mañaneros 360’,Komm zurück.,Come back.,vuelve
247,11,María Patiño y Belén Esteban vuelven a Ten con ‘No somos nadie’ tras la cancelación de ‘La familia de la tele’,"B. mit einem Gewicht von mehr als 1 kg, jedoch nicht mehr als 1 kg,",‘The,‘La
248,11,"Verónica Álvarez, matemática: “Los algoritmos son herramientas que nos ayudan a tomar decisiones, no vienen a reemplazarnos”",NUR FÜR DIE ZWECKE DER ZWECKE,“The,“Los
249,10,Simeone deja solo a Julián Alvarez y el Espanyol acaba remontando,Ende.,It's over.,acaba
250,10,"Alcaraz ante Sinner, el paradigma del nuevo tenis, ahora en la final de Cincinnati",Jetzt.,Now,ahora
251,10,"Recortar fondos, cortar futuros: la educación está en crisis en América Latina y el Caribe",Amerika,Americas,América
252,10,Un alto cargo educativo de la Junta andaluza asesoró este curso a una universidad privada,Andalusien,Andalusian,andaluza
253,10,Un descubrimiento en la cueva cántabra de El Castillo estrecha aún más las diferencias de los neandertales con nuestra especie,noch,still.,aún
254,10,"Brasil da una segunda vida al ‘Corazón partío’, de Alejandro Sanz",Brasilien,Brazil,Brasil
255,10,China desvela de qué está hecha la cara oculta de la Luna,Gesicht,face,cara
