,count,example,word-de,word-en,word-zh
63,31,"""Tradwife"" und ""Delulu"" schaffen es ins Cambridge Dictionary",es,it,...它... ...
64,31,Verbündete Israels warnen vor Ausweitung des Kriegs in Gaza,Israels,Israel,以色列
65,30,Entwicklungsministerin Alabali Radovan führt in Ägypten Gespräche zum Wiederaufbau von Gaza,Gespräche,Conversations,谈话
66,30,Marktbericht: Anleger riskieren vor Powell-Rede nichts,Marktbericht,Market report,市场报告
67,29,Außenminister und Außenkanzler: Welche Rolle hat Wadephul neben Merz?,hat,has,...他... ...
68,28,Deutschland setzt auf verstärkte internationale Zusammenarbeit zur Umsetzung der Agenda 2030,internationale,international,国际刑警组织
69,28,Ukraine-Liveblog: ++ Selenskyj: Moskau will Gipfel verhindern ++,Ukraine-Liveblog,Ukraine live blog,乌克兰历史博客
70,28,Wachstumschancen durch erneuerbare Energien: KfW-Kredit hilft deutschen und südafrikanischen Unternehmen,Unternehmen,Enterprises,"公司,公司,公司,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业,企业"
71,28,"Ukrainegipfel in Washington, D. C.: Europäer stimmen sich vor dem Gipfel mit Selenskyj ab",Washington,Washington,华盛顿特区
72,28,Welche Gebietsabtretungen im Ukraine-Krieg diskutiert werden,werden,will be,...你将... ...
73,27,Entwicklungsministerin Alabali Radovan führt in Ägypten Gespräche zum Wiederaufbau von Gaza,führt,lead,领导者
74,27,Für verlässliche Handelsbeziehungen mit Afrika: Bundeskabinett leitet Ratifizierung von EU-Handelsabkommen mit afrikanischen Staaten ein,Staaten,States,国家
75,27,Entwicklungsministerin Alabali Radovan in Südafrika: Wirtschaftliche Zusammenarbeit und strategische Partnerschaft stärken,Südafrika,South Africa,南非
76,26,Für verlässliche Handelsbeziehungen mit Afrika: Bundeskabinett leitet Ratifizierung von EU-Handelsabkommen mit afrikanischen Staaten ein,afrikanischen,African,非洲国家
77,26,Für verlässliche Handelsbeziehungen mit Afrika: Bundeskabinett leitet Ratifizierung von EU-Handelsabkommen mit afrikanischen Staaten ein,EU-Handelsabkommen,EU trade agreements,欧盟贸易协定
78,26,75 Jahre Technisches Hilfswerk,Jahre,Years,多年了
79,26,Polen ist für die Tschechen das neue Kroatien,neue,new,新的...
80,26,"""In die Sonne schauen"" soll den Oscar für Deutschland holen",soll,to:,应为... ...
81,26,Wadephul: Indonesien und Japan Schlüsselländer für Wirtschaft,Wadephul,Wadephul,Wadephul.
82,26,Biopolis – Reise ins Mikrobiom,–,–,\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ >
83,25,Wachstumschancen durch erneuerbare Energien: KfW-Kredit hilft deutschen und südafrikanischen Unternehmen,hilft,Helps,幫了大忙
84,25,Russisch-ukrainischer Krieg: Ukraine beschießt russische Pipeline - wo kommt noch Öl an?,Krieg,War,"战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争,战争"
85,25,Entwicklungsministerin Alabali Radovan in Südafrika: Wirtschaftliche Zusammenarbeit und strategische Partnerschaft stärken,Partnerschaft,Partnership,合作伙伴关系
86,25,Spanien kämpft weiter gegen schwere Waldbrände,weiter,continue,向前看
87,24,Für verlässliche Handelsbeziehungen mit Afrika: Bundeskabinett leitet Ratifizierung von EU-Handelsabkommen mit afrikanischen Staaten ein,leitet,Headed,领导者
88,24,Berlin pocht auf handfeste Sicherheitsgarantien für Ukraine,Sicherheitsgarantien,Security guarantees,安全保证
89,24,Für verlässliche Handelsbeziehungen mit Afrika: Bundeskabinett leitet Ratifizierung von EU-Handelsabkommen mit afrikanischen Staaten ein,verlässliche,reliable,可靠的人
90,24,Entwicklungsministerin Alabali Radovan in Südafrika: Wirtschaftliche Zusammenarbeit und strategische Partnerschaft stärken,Wirtschaftliche,Economic,经济体
91,24,Alabali Radovan beim Treffen der G20-Entwicklungsminister*innen: Globale Partnerschaften sichern in unsicheren Zeiten,Zeiten,Periods,时光飞逝
92,23,Alabali Radovan beim Treffen der G20-Entwicklungsminister*innen: Globale Partnerschaften sichern in unsicheren Zeiten,-Entwicklungsminister,Minister for Development,- 发展部部长
93,23,Deutschland setzt auf verstärkte internationale Zusammenarbeit zur Umsetzung der Agenda 2030,Agenda,Agenda,议程
94,23,Biopolis – Reise ins Mikrobiom,Biopolis,Biopolis,Biopolis 生物警察.
95,23,Bundesentwicklungsministerin Reem Alabali Radovan zu Gaza:,Bundesentwicklungsministerin,Federal Minister for Development,联邦发展部长
96,23,Für verlässliche Handelsbeziehungen mit Afrika: Bundeskabinett leitet Ratifizierung von EU-Handelsabkommen mit afrikanischen Staaten ein,Bundeskabinett,Federal Cabinet,联邦拘留所
97,23,Nach Alaska-Treffen: China bleibt Putins Verbündeter,China,China,"中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國,中國."
98,23,Wachstumschancen durch erneuerbare Energien: KfW-Kredit hilft deutschen und südafrikanischen Unternehmen,Energien,Energy,能源
99,23,Wachstumschancen durch erneuerbare Energien: KfW-Kredit hilft deutschen und südafrikanischen Unternehmen,erneuerbare,renewable,可再生能源
100,23,"Entwicklungsministerin Alabali Radovan zum UN-Bericht zur Lage der weltweiten Ernährungssicherheit (""SOFI-Report"")",Ernährungssicherheit,Food security,粮食安全
101,23,Alabali Radovan beim Treffen der G20-Entwicklungsminister*innen: Globale Partnerschaften sichern in unsicheren Zeiten,G,G,G. G.
102,23,Alabali Radovan beim Treffen der G20-Entwicklungsminister*innen: Globale Partnerschaften sichern in unsicheren Zeiten,Globale,Global,全球化
103,23,Für verlässliche Handelsbeziehungen mit Afrika: Bundeskabinett leitet Ratifizierung von EU-Handelsabkommen mit afrikanischen Staaten ein,Handelsbeziehungen,Trade relations,贸易关系
104,23,Alabali Radovan beim Treffen der G20-Entwicklungsminister*innen: Globale Partnerschaften sichern in unsicheren Zeiten,innen,inside,内心深处
105,23,Wachstumschancen durch erneuerbare Energien: KfW-Kredit hilft deutschen und südafrikanischen Unternehmen,KfW-Kredit,KfW credit,-KFW医院
106,23,Biopolis – Reise ins Mikrobiom,Mikrobiom,Microbiome,微生物
107,23,Alabali Radovan beim Treffen der G20-Entwicklungsminister*innen: Globale Partnerschaften sichern in unsicheren Zeiten,Partnerschaften,Partnerships,伙伴关系
108,23,Für verlässliche Handelsbeziehungen mit Afrika: Bundeskabinett leitet Ratifizierung von EU-Handelsabkommen mit afrikanischen Staaten ein,Ratifizierung,Ratification,批准书
109,23,Biopolis – Reise ins Mikrobiom,Reise,Travel,旅行
110,23,Alabali Radovan beim Treffen der G20-Entwicklungsminister*innen: Globale Partnerschaften sichern in unsicheren Zeiten,sichern,Secure,确保安全
111,23,"Entwicklungsministerin Alabali Radovan zum UN-Bericht zur Lage der weltweiten Ernährungssicherheit (""SOFI-Report"")",SOFI-Report,SOFI Report,SOFI报告
112,23,Entwicklungsministerin Alabali Radovan in Südafrika: Wirtschaftliche Zusammenarbeit und strategische Partnerschaft stärken,strategische,strategic,战略性的
113,23,Entwicklungsministerin Alabali Radovan in Südafrika: Wirtschaftliche Zusammenarbeit und strategische Partnerschaft stärken,stärken,Strengthen,加强了它
114,23,Wachstumschancen durch erneuerbare Energien: KfW-Kredit hilft deutschen und südafrikanischen Unternehmen,südafrikanischen,South African,南非南非人
115,23,Deutschland setzt auf verstärkte internationale Zusammenarbeit zur Umsetzung der Agenda 2030,Umsetzung,Transposition,执行情况
116,23,"Entwicklungsministerin Alabali Radovan zum UN-Bericht zur Lage der weltweiten Ernährungssicherheit (""SOFI-Report"")",UN-Bericht,UN report,联合国报告
117,23,Alabali Radovan beim Treffen der G20-Entwicklungsminister*innen: Globale Partnerschaften sichern in unsicheren Zeiten,unsicheren,insecure,不确定性
118,23,Deutschland setzt auf verstärkte internationale Zusammenarbeit zur Umsetzung der Agenda 2030,verstärkte,increased,加强了
119,23,Wachstumschancen durch erneuerbare Energien: KfW-Kredit hilft deutschen und südafrikanischen Unternehmen,Wachstumschancen,Growth opportunities,增长机会
120,23,"Entwicklungsministerin Alabali Radovan zum UN-Bericht zur Lage der weltweiten Ernährungssicherheit (""SOFI-Report"")",weltweiten,Global,全球化
121,22,"Van Aken im ARD-Sommerinterview zum Alaska-Gipfel: ""Ich glaube, Merz irrt""",Alaska-Gipfel,Alaska Summit,阿拉斯加峰会
122,22,Nahost-Liveblog: ++ 27 Staaten fordern Medienzugang nach Gaza ++,Nahost-Liveblog,Middle East live blog,中东里程碑
123,22,Entwicklungsministerin Alabali Radovan führt in Ägypten Gespräche zum Wiederaufbau von Gaza,Wiederaufbau,Reconstruction,"重建,重建,重建,重建,重建,重建,重建,重建,重建,重建,重建,重建,重建和重建."
124,22,Entwicklungsministerin Alabali Radovan führt in Ägypten Gespräche zum Wiederaufbau von Gaza,Ägypten,Egypt,"埃及,埃及,埃及,埃及,埃及,埃及,埃及,埃及,埃及,埃及,埃及,埃及,埃及,埃及,埃及,埃及,埃及,埃及和埃及."
125,21,Berlin: Änderung eines rassistischen Straßennamens gestoppt,Berlin,Berlin,柏林
126,21,Tragisches Unglück?: Suche nach vermissten 18-Jährigen geht weiter,geht,go,"走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走,走"
127,21,Merz: Es gibt Hoffnung auf Frieden in der Ukraine,gibt,there,分配给...
128,21,Kommentar zu Protesten in Serbien: Die EU muss von Vucic abrücken,muss,must:,不得不这么做
129,21,Tote und Verletzte bei Anschlägen in Kolumbien,Tote,Dead,死人
130,21,Ukraine-Gipfel: Kann sich Europa auf die USA verlassen?,Ukraine-Gipfel,Ukraine Summit,乌克兰峰会
131,20,"Hurrikan ""Erin"" in der Karibik wieder erstarkt",wieder,again,又来一次
132,19,Wie Politik und Bahn aneinander vorbeifahren,Bahn,Rail,铁路公司
133,19,News kompakt: Klage gegen Thailands Ex-Premier abgewiesen,kompakt,Compact,交易完成
134,19,News kompakt: Klage gegen Thailands Ex-Premier abgewiesen,News,News,"新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻,新闻"
135,19,Nagasaki-Gedenken: Bürgermeister Suzuki warnt vor Atomkrieg,warnt,Warning,警告:
136,19,DHL schränkt wegen neuer Zollregeln den Warenversand in die USA ein,wegen,for,因为... ...因为...
137,18,Aline Abboud übernimmt Leitung der Pressestelle im Entwicklungsministerium,Abboud,Abboud,Abbud
138,18,Aline Abboud übernimmt Leitung der Pressestelle im Entwicklungsministerium,Aline,Aline,Aline
139,18,Aline Abboud übernimmt Leitung der Pressestelle im Entwicklungsministerium,Entwicklungsministerium,Ministry of Development,发展部
140,18,Aline Abboud übernimmt Leitung der Pressestelle im Entwicklungsministerium,Leitung,Management,接线员
141,18,Tierfiguren als Spiegel des Menschen,Menschen,People,人类
142,18,Aline Abboud übernimmt Leitung der Pressestelle im Entwicklungsministerium,Pressestelle,Press Office,新闻办公室
143,18,Europas Balanceakt zwischen China und USA,zwischen,between,...在... ...
144,18,Aline Abboud übernimmt Leitung der Pressestelle im Entwicklungsministerium,übernimmt,Takes over,接管公司
145,17,Außenminister und Außenkanzler: Welche Rolle hat Wadephul neben Merz?,Außenminister,Minister for Foreign Affairs,"Foreign Secretary, Foreign Secretary, Foreign Secretary"
146,17,Deutschland fliegt erneut Hilfsgüter nach Gaza,erneut,again,再一次
147,17,Kommentar zu Protesten in Serbien: Die EU muss von Vucic abrücken,EU,EU,欧盟
148,17,Iran und Europäer wollen Atomgespräche fortsetzen,Europäer,Europeans,欧洲的欧洲人.
149,17,Prozess: Trio soll 19-Jährige in Hotel vergewaltigt haben,haben,have,. . . .
150,17,Estland: Keine Angst vor Russland,Keine,None,"不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不,不!"
151,16,Monheim am Rhein: Nach Großbrand: Stadt Monheim gibt Entwarnung,am,Date,是... ...
152,16,Deutsche Soldaten in der Ukraine? Noch eine Phantomdebatte,eine,one,一个... ...一个... ...一个...
153,16,Merz: Es gibt Hoffnung auf Frieden in der Ukraine,Frieden,Peace,和平与否
154,16,Messerangriff auf Mädchen: Polizei fahndet weiterhin nach tatverdächtigem 22-Jährigen,Polizei,Police,警察
155,16,Gipfel in Washington: Europa und Trumps Aufmerksamkeit,Trumps,Trump's,Trumps Trumps
156,15,Nach Alaska: Nähern sich Trump und Selenskyj jetzt an?,Alaska,Alaska,阿拉斯加
157,15,Ukraine-Gipfel: Kann sich Europa auf die USA verlassen?,Europa,Europe,"欧洲,欧洲,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,欧盟,"
158,15,Serbien: Setzt Vucic auf Gewalt gegen die Proteste?,Gewalt,Violence,"暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力,暴力"
159,15,Wadephul: Indonesien und Japan Schlüsselländer für Wirtschaft,Japan,Japan,日本
160,15,"Der Mann, der den Tanga erfand",Mann,Man,老兄
161,15,Viruserkrankung: Neuer Impfstoff gegen Maul- und Klauenseuche erfolgreich getestet,Neuer,New,"新的,新的,新的"
162,15,Mehr als 200 Afghanen mit deutscher Aufnahmezusage aus Pakistan abgeschoben,Pakistan,Pakistan,"巴基斯坦,巴基斯坦,巴基斯坦,巴基斯坦,巴基斯坦,巴基斯坦,巴基斯坦,巴基斯坦,巴基斯坦,巴基斯坦,巴基斯坦."
163,15,Waldbrände: Spanien erlebt schlimmste Feuer seit zwei Jahrzehnten,Spanien,Spain,"西班牙,西班牙,西班牙,西班牙,西班牙,西班牙,西班牙,西班牙,西班牙,西班牙,西班牙,西班牙,西班牙."
164,15,Streit über Steuererhöhungen: So ungerecht ist das deutsche Steuersystem,Streit,Dispute,"打架,打架,打架,打架,打架,打架,打架,打架,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗,争斗"
165,15,Wetter: Waldbrandgefahr trotz Regen in Sachsen-Anhalt,trotz,despite,纵使如此
166,14,Israel genehmigt Einsatzpläne für Gaza-Stadt - und droht der Hamas,droht,threatened,威胁要来了
167,14,UN bestätigen erstmals Hungersnot im Gazastreifen,Gazastreifen,Gaza,加沙地带
168,14,Ukraine-Liveblog: ++ Selenskyj: Moskau will Gipfel verhindern ++,Gipfel,Summits,首脑会议
169,14,Israel genehmigt Einsatzpläne für Gaza-Stadt - und droht der Hamas,Hamas,Hamas,哈马斯
170,14,Merz: Es gibt Hoffnung auf Frieden in der Ukraine,Hoffnung,Hope,希望是
171,14,Nach dem Ukraine-Gipfel in den USA - was kann Deutschland beitragen?,kann,can,. . . . .
172,14,Russisch-ukrainischer Krieg: Ukraine beschießt russische Pipeline - wo kommt noch Öl an?,kommt,coming,来吧.
173,14,UCLA: Trumps Regierung verklagt kalifornische Universität,Regierung,Government,政府... 政府...
174,14,Europäer setzen sich vor Trump-Putin-Treffen für Ukraine ein,Trump-Putin-Treffen,Trump-Putin Meeting,特朗普Putin会议.
175,14,Waldbrände: Schutz vor Waldbränden: Experten vertiefen Zusammenarbeit,Waldbrände,Forest fires,森林大火
176,13,Steinmeier: „Die Welt darf niemals vergessen“,darf,may:,允许... ...
177,13,Bessere Wettervorhersage: Europäischer Satellit hebt ab,Europäischer,European,欧罗巴比亚.
178,13,Nach Alaska: Nähern sich Trump und Selenskyj jetzt an?,jetzt,now,现在
179,13,Drohende Haushaltslöcher: Klingbeil schließt Steuererhöhungen nicht aus,Klingbeil,Klingbeil,叮叮当
180,13,Nahost-Liveblog: ++ Netanjahu verteidigt Gaza-Umsiedlungsplan ++,Netanjahu,Netanyahu,"内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡,内塔尼亚胡."
181,13,Russisch-ukrainischer Krieg: Ukraine beschießt russische Pipeline - wo kommt noch Öl an?,noch,Not yet,仍然如此
182,13,Warum ist Trump China gegenüber so nachgiebig?,so,so,那么... So...
183,13,"Richterin untersagt weitere Verlegungen ins ""Alligator Alcatraz""",weitere,other,其它... ...
184,13,"Musik und Demokratie: Festival ""Jamel rockt den Förster""- ""Wir machen Party""",Wir,We,我们... ...
185,12,Feuerwehr weiter im Einsatz gegen Brand bei Athen,Einsatz,Mission,下注吧
186,12,Was man zum Saisonstart der Fußball-Bundesliga wissen sollte,Fußball-Bundesliga,Football Bundesliga,足球联盟
187,12,Deutschland gewinnt Hockey-Europameisterschaft,gewinnt,wins,赢了
188,12,Indien: Können solarbetriebene Kühlhäuser die Ernte retten?,Indien,India,"印度,印度,印度,印度,印度,印度,印度,印度,印度,印度,印度,印度,印度,印度,印度,印度,印度,印度,印度,印度,印度,印度,印度."
189,12,Kriminalität: Ein Toter nach Schüssen im Sauerland - Täter flüchtig,Kriminalität,Crime,犯罪
190,12,Proteste in Israel: Hunderttausende verlangen Kriegsende,Proteste,Protests,抗议活动
191,12,Gamescom startet - Hunderttausende Gamer erwartet,startet,Starts,发射程序已启动
192,12,"Hotspots der Welthungerhilfe: Gaza, Sudan, Syrien",Syrien,Syria,"叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚,叙利亚."
193,12,All-inclusive-Buffets in der Türkei vor dem Aus?,Türkei,Turkey,"土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其,土耳其和土耳其."
194,12,Krieg gegen die Ukraine: EU sieht ukrainische Armee als zentrale Sicherheitsgarantie,ukrainische,Ukrainian,乌克兰
195,12,Außenminister und Außenkanzler: Welche Rolle hat Wadephul neben Merz?,Welche,Which,哪一种?
196,12,Bundesregierung kritisiert Siedlungspläne im Westjordanland,Westjordanland,West Bank,西约旦河西岸
197,11,Das merkwürdige Interesse der AfD an Belarus,AfD,AfD,AfD
