,title-es,content-es,title-de,content-de,title-en,content-en
14,"Un padre rockero, varios récords Guinness y otras curiosidades de Dua Lipa por su 30º cumpleaños",La cantante cambia de década tras consolidar una carrera en la industria musical y expandir su trabajo a otras disciplinas fuera de lo artístico,"Ein Rocker-Vater, mehrere Guinness-Rekorde und andere Neugierde von Dua Lipa zum 30. Geburtstag","Die Sängerin wechselt von zehn Jahren, nachdem sie ihre Karriere in der Musikindustrie gefestigt und ihre Arbeit auf andere Disziplinen außerhalb der Kunst ausgedehnt hat.","A rocker father, several Guinness records and other curiosities of Dua Lipa for her 30th birthday",The singer changes for decade after consolidating a career in the music industry and expanding her work to other disciplines outside the artistic field
15,Recetas que puedes hacer con una lata de bonito o atún,"En bocadillos, ensaladas, patés, o como remate de cremas y otros platos, con estos pescados en conserva puedes apañar una comida o una cena","Rezepte, die Sie mit einer Dose schönen oder Thunfisch machen können","In Snacks, Salaten, Pasteten, oder wie man Cremes und andere Gerichte, mit diesen Fisch in Konserven können Sie ein Essen oder ein Abendessen",Recipes that you can make with a can of bonito or tuna,"In sandwiches, salads, patés, or as a top of creams and other dishes, with these preserved fish you can manage a meal or dinner"
16,‘Materialistas’ abre el debate de la supuesta fobia de las mujeres a los hombres sin dinero,"¿Dinero o amor? Esta pregunta digna de Jane Austen es la que plantea la última película dirigida por Celine Song, que ha despertado la ira de quienes creen que romantiza la precariedad masculina",Die Diskussion über die vermeintliche Phobie von Frauen für Männer ohne Geld eröffnet,"Geld oder Liebe? Diese Frage, die Jane Austen würdig ist, stellt den letzten Film von Celine Song, der den Zorn jener geweckt hat, die glauben, dass sie die männliche Prekarität romanisiert.",‘Materialists’ opens the debate on the supposed phobia of women to men without money,"Money or love? This question worthy of Jane Austen is the one posed by the latest film directed by Celine Song, which has aroused the anger of those who believe it romanticizes male precariousness"
17,El aumento del precio de la vivienda neutraliza el abaratamiento de las hipotecas y los mayores ingresos de las familias,"El crédito crece entre los jóvenes y en los barrios de ingresos bajos, pero el encarecimiento de las casas frena la accesibilidad real a la propiedad",Der Anstieg der Immobilienpreise neutralisiert die Senkung der Hypotheken und das höhere Einkommen der Haushalte,"Der Kredit wächst bei jungen Menschen und in einkommensschwachen Stadtvierteln, aber die Verteuerung der Häuser behindert die tatsächliche Zugänglichkeit des Eigentums.",Rising housing prices neutralizes lower mortgages and higher household incomes,"Credit is growing among young people and in low-income neighbourhoods, but household prices slow real access to property"
18,"Las ayudas a los inmigrantes, el silencio ante el Gobierno y las políticas de género: los seis bulos de Santiago Abascal contra los obispos españoles",El líder de Vox arremete contra “una parte de la jerarquía eclesial” por su defensa de la libertad de culto de los musulmanes en el caso de Jumilla,"Hilfe für Einwanderer, Schweigen bei der Regierung und Geschlechterpolitik: die sechs Bullen von Santiago Abascal gegen die spanischen Bischöfe",Der Anführer von Vox stürmt gegen einen Teil der kirchlichen Hierarchie Hessen für seine Verteidigung der Religionsfreiheit der Muslime im Fall von Jumilla,"Aid to immigrants, silence before the government and gender policies: the six bulls of Santiago Abascal against the Spanish bishops",Vox’s leader attacks “a part of the ecclesial hierarchy” for his defense of Muslims’ freedom of worship in the case of Jumilla
19,"El FBI registra la vivienda de John Bolton, ex consejero de Seguridad Nacional de Trump",El antiguo alto cargo del presidente es ahora uno de sus mayores críticos y ha sido acusado por la Casa Blanca de difundir material clasificado,"Das FBI registriert das Haus von John Bolton, ehemaliger Sicherheitsberater von Trump.","Das ehemalige Amt des Präsidenten ist jetzt einer seiner größten Kritiker und wurde vom Weißen Haus beschuldigt, geheimes Material zu verbreiten.",FBI Searches Housing for Former Trump National Security Advisor John Bolton,The President's former high office is now one of his biggest critics and has been accused by the White House of spreading classified material
20,‘Operación Casa Blanca’: cómo los líderes europeos arroparon a Zelenski frente a Trump e intentaron colarse en las negociaciones,La cuidada coreografía europea buscaba frenar el compadreo de EE UU con Putin visto en Alaska y aumentar la presión sobre Moscú para que acepte negociar con Ucrania,"Operation Weißes Haus: Wie die europäischen Staats- und Regierungschefs Zelenski gegen Trump anlegten und versuchten, sich in die Verhandlungen einzumischen","Die gepflegte europäische Choreographie versuchte, das US-Kumpel mit Putin, gesehen in Alaska, zu stoppen und den Druck auf Moskau zu erhöhen, mit der Ukraine zu verhandeln.",‘Operation White House’: How European leaders tucked Zelenski in front of Trump and tried to sneak into negotiations,Careful European choreography sought to curb U.S. compadreship with Putin seen in Alaska and increase pressure on Moscow to agree to negotiate with Ukraine
21,Kim Jong-un condecora a los soldados norcoreanos destinados a la guerra de Ucrania,Es la primera vez que Corea del Norte celebra una ceremonia para premiar la labor de los militares que combaten fuera de sus fronteras,"Kim Jong-un verehrt nordkoreanische Soldaten, die für den Krieg in der Ukraine bestimmt sind","Es ist das erste Mal, dass Nordkorea eine Zeremonie feiert, um die Arbeit der Militärs zu belohnen, die außerhalb ihrer Grenzen kämpfen.",Kim Jong-un consecrates North Korean soldiers destined for the war in Ukraine,This is the first time North Korea has held a ceremony to reward the work of the military fighting outside its borders.
22,California responde a Texas y modifica sus mapas electorales para anular la ventaja republicana en el Congreso,El Congreso local aprueba una elección especial para noviembre en la que los votantes pueden avalar los distritos que favorecen a los demócratas,"Kalifornien reagiert auf Texas und ändert seine Wahlkarten, um den republikanischen Vorteil im Kongress aufzuheben","Der lokale Kongress billigt eine Sonderwahl für November, bei der Wähler die Bezirke unterstützen können, die Demokraten begünstigen.",California responds to Texas and modifies its electoral maps to overturn the Republican advantage in Congress,Local Congress approves a special election for November in which voters can endorse pro-Democrat districts
23,Trump alardea del despliegue de tropas y policía federal en Washington: “Se van a quedar un largo tiempo”,"El presidente de EE UU visita el cuartel general del despliegue, muy criticado por la mayoría de los residentes y que él declara necesario para luchar contra la violencia",Trump prahlt über den Einsatz von Truppen und Bundespolizei in Washington: Sie werden eine lange Zeit bleiben.,"Der Präsident der Vereinigten Staaten besucht das Hauptquartier der Dislozierung, das von den meisten Bewohnern sehr kritisiert wurde und das er für notwendig erachtet, um die Gewalt zu bekämpfen.",Trump bragging about the deployment of troops and federal police in Washington: “They’re going to stay a long time”,"U.S. president visits deployment headquarters, heavily criticized by most residents and declared necessary to fight violence"
24,Cansancio y exceso de vitaminas: la consecuencia menos conocida de las bebidas energéticas,Los médicos han encontrado perjuicios que van más allá de las altas concentraciones de cafeína y azúcar. Asturias y Galicia legislan para vetar el consumo en menores,Müdigkeit und übermäßige Vitamine: die am wenigsten bekannte Folge von Energiegetränken,"Ärzte haben Schäden festgestellt, die über die hohen Koffein- und Zuckerkonzentrationen hinausgehen.",Tiredness and excess vitamins: the least known consequence of energy drinks,Doctors have found damages that go beyond the high concentrations of caffeine and sugar. Asturias and Galicia legislate to veto consumption in minors
25,Un cliente provoca un incendio en un bar porque no le sirven mayonesa,Una jueza decreta prisión para un hombre que prendió fuego a una cafetería de Los Palacios (Sevilla),"Ein Kunde brennt in einer Bar, weil er keine Mayonnaise bekommt.","Eine verurteilte Richterin für einen Mann, der ein Café in Los Palacios (Sevilla) anzündete.",A client causes a fire in a bar because they don't serve him mayonnaise.,A judge orders prison for a man who set fire to a cafeteria in Los Palacios (Sevilla)
26,Convocar una huelga y acudir a trabajar: la estrategia del personal del Hospital La Paz para conseguir refuerzos,"El paro simbólico, que tendrá lugar el 26 de agosto, obliga a establecer unos servicios mínimos para atender a los pacientes",Einen Streik anstiften und an die Arbeit gehen: Die Strategie der Mitarbeiter des Krankenhauses La Paz,"Die symbolische Arbeitslosigkeit, die am 26. August stattfinden wird, zwingt dazu, Mindestleistungen für die Versorgung der Patienten festzulegen.",Call a strike and go to work: La Paz Hospital staff strategy to get reinforcements,"The symbolic strike, which will take place on 26 August, requires the establishment of minimum services to care for patients."
27,“Desbordados” y sin medios adecuados para frenar a los jóvenes ‘nadadores’ que intentan entrar en Ceuta,"Las asociaciones profesionales de Guardia Civil denuncian el desgaste de los agentes españoles que contienen los intentos de entrada a España. Interior no tiene previsto ningún refuerzo, aunque no lo descarta","Entladet und ohne geeignete Mittel zur Eindämmung der jungen Entlader, die versuchen, Ceuta zu betreten","Die Berufsverbände der Guardia Civil klagen den Verschleiß der spanischen Agenten an, die Versuche zur Einreise nach Spanien enthalten.",“Disborred” and without adequate means to stop young ‘swimmers’ trying to enter Ceuta,"The professional associations of Guardia Civil denounce the wear and tear of the Spanish agents that contain the attempts to enter Spain. Interior has no plans of reinforcement, although it does not rule out"
28,La ocupación hotelera en España se estanca en julio mientras los precios crecen un 5%,"Las pernoctaciones apenas progresaron un 1,8% respecto al año anterior. La caída de clientes alemanes se compensó con un incremento de los británicos","Die Hotelbelegung in Spanien stagniert im Juli, während die Preise um 5% steigen","Die Übernachtungen waren im Vergleich zum Vorjahr nur um 1,8% gestiegen.",Hotel occupancy in Spain stagnates in July while prices grow by 5%,The overnight stays barely improved by 1.8% compared to the previous year. The fall in German customers was compensated by an increase in British customers.
29,El absentismo laboral se dispara en Paradores y toca máximos históricos,Los sindicatos lo achacan al exceso de carga de trabajo y a la falta de personal cualificado. La empresa pública se defiende y remarca que se han hecho 1.260 nuevos contratos indefinidos,Arbeitsabsentismus schießt in Paradores und berührt historische Höchststände,"Die Gewerkschaften setzen sich dafür ein, dass die Arbeitsbelastung und der Mangel an qualifiziertem Personal zu hoch sind.",Labour absenteeism shoots in Paradors and touches historical highs,"The unions blame it for the excessive workload and the lack of qualified staff. The public company defends itself and points out that 1,260 new contracts have been made indefinite."
30,Donde forman a las personas que hacen más fácil las vacaciones,"La empresa Turiscool ha desarrollado una plataforma tecnológica en la que imparten cursos, talleres y másteres para empleados de hoteles. Han conseguido que 170 empresas confíen en ellos","Wo sie Menschen bilden, die den Urlaub einfacher machen","Die Firma Turiscool hat eine Technologieplattform entwickelt, auf der sie Kurse, Workshops und Masterstudiengänge für Hotelangestellte anbietet.",Where they train people who make vacation easier,"The company Turiscool has developed a technological platform in which they offer courses, workshops and masters for hotel employees. They have managed to get 170 companies to trust them."
31,Serena Williams se convierte en la imagen de un fármaco adelgazante y narra su experiencia: “Ya no me importa lo que digan de mi cuerpo”,"La extenista, cuestionada a lo largo de los años por su físico, hace campaña del producto de una empresa de la que su esposo es inversor y que ella misma ha usado para perder 14 kilos tras sus dos embarazos","Serena Williams wird zum Bild eines Schlankheitsmedikaments und erzählt von ihrer Erfahrung: ""Es ist mir egal, was sie über meinen Körper sagen.""","Die Extenderin, die im Laufe der Jahre von ihrem Physiker in Frage gestellt wurde, kämpft für das Produkt einer Firma, deren Ehemann ein Investor ist und die sie selbst benutzt hat, um 14 Kilo nach ihren zwei Schwangerschaften zu verlieren.",Serena Williams becomes the image of a slimming drug and narrates her experience: “I don’t care what they say about my body anymore”,"The extensionist, questioned over the years by her physicist, campaigned for the product of a company of which her husband was an investor and which she herself had used to lose 14 kilos after her two pregnancies."
32,¿Se puede embotellar las vacaciones? cómo el fundador de L’oréal inventó el olor a verano,"Los perfumistas han aprendido a aprovechar la ingeniería química, las ganas de vacaciones o la nostalgia para que asociemos ciertos olores a los meses más ociosos del año",Kann man den Urlaub füllen? wie der Gründer von L'Oréal den Geruch des Sommers erfand,"Parfümisten haben gelernt, Chemietechnik, Urlaubswünsche oder Nostalgie zu nutzen, um bestimmte Gerüche mit den müßigsten Monaten des Jahres zu verbinden",Can holidays be bottled up? how the founder of L’oréal invented the smell of summer,"Perfumers have learned to take advantage of chemical engineering, holidaying or nostalgia so that we associate certain smells with the idler months of the year"
33,Gonzalo Miró abandona Atresmedia para presentar las tardes de La 1 junto a Marta Flich,"El tertuliano de ‘Espejo público’ y ‘Más vale tarde’ acompañará a la periodista en ‘Directo al grano’, la nueva apuesta política de TVE","Gonzalo Miró verlässt Atresmedia, um die Nachmittage der 1 neben Marta Flich zu präsentieren","Der Tertullian des öffentlichen Spiegels ""Turtull"" und ""Turtull"" werden die Journalistin in ""Turtullian"" begleiten, die neue politische Wette von TVE",Gonzalo Miró leaves Atresmedia to present the evenings of La 1 with Marta Flich,"The ‘Public Mirror’ and ‘Better Late’ chat will accompany the journalist in ‘Direct to the Grain’, TVE’s new political bet"
34,La suela de esparto se reinventa: todas las nuevas vidas de la alpargata,"Este clásico del verano se reformula y alarga su permanencia hasta posicionarse como calzado de entretiempo. Nuevos híbridos —la ‘slipper’ de rafia o la mercedita rústica, entre otros— refuerzan el fenómeno",Die Sohle des Splitters erfindet sich neu: alle neuen Leben der Alpargata,"Dieser Sommer-Klassiker wird umformuliert und verlängert seinen Aufenthalt bis zur Positionierung als Freizeitschuhe. Neue Hybriden der Rafia-Slipper-Hybrid oder Rustikale Gnade, unter anderem verstärken das Phänomen",The esparto sole is reinvented: all the new lives of the espargata,"This summer classic is reformulated and lengthens its permanence to position itself as mid-time shoes. New hybrids — the raffia slipper or rustic mercedite, among others — reinforce the phenomenon"
35,Patinetes más seguros,La obligación de garantizar la responsabilidad civil de los vehículos personales ligeros va en beneficio de todos los ciudadanos,Sicherere Skateboards,Die Verpflichtung zur Gewährleistung der zivilrechtlichen Haftung für leichte Personenkraftwagen liegt im Interesse aller Bürgerinnen und Bürger.,Safer skateboards,The obligation to ensure civil liability for light personal vehicles is in the interests of all citizens
36,Un sistema carcelario desproporcionado,"Cuando existe una (percepción de) problema o conflicto, la respuesta fácil es endurecer el Código Penal",Ein unverhältnismäßig hohes Gefängnissystem,"Wenn es ein Problem (Erfassung) oder Konflikt gibt, besteht die einfache Antwort darin, den Strafgesetzbuch zu verschärfen.",A disproportionate prison system,"When there is a (perception of) problem or conflict, the easy answer is to harden the Penal Code"
37,Entre la hartura y la locura,"En las redes, los trastornos psicológicos son el nuevo horóscopo: todo el mundo tiene uno que le encaja",Zwischen Langeweile und Wahnsinn,"In den Netzwerken sind psychische Störungen das neue Horoskop: Jeder hat eins, das ihm passt",Between harture and madness,"In the networks, psychological disorders are the new horoscope: everyone has one that fits them"
38,La agonía de la libertad,Las obras de Thomas Mann diagnostican la crisis del liberalismo y arrojan certeros diagnósticos del tiempo presente,Die Qual der Freiheit,Thomas Manns Werke diagnostizieren die Krise des Liberalismus und werfen Diagnosen der Gegenwart,The agony of freedom,Thomas Mann's works diagnose the crisis of liberalism and cast certain diagnoses of the present time
39,El reguetón y el fin de la cultura popular,"Hay señores de 50 años que fingen que les gusta, o peor aún, que les gusta de verdad",Das Regnerische und das Ende der Volkskultur,"Es gibt 50-Jährige, die so tun, als würden sie es mögen, oder schlimmer noch, sie mögen es wirklich.",The Reggaeton and the End of Popular Culture,"There are 50-year-olds who pretend they like it, or worse, who really like it."
40,Flavita Banana: propósitos de septiembre 22,Viñeta del 22 de agosto de 2025,Flavita Banana: Ziele von September 22,Vignette vom 22. August 2025,Flavita Banana: Purposes of September 22,"Vineyard of August 22, 2025"
41,Del infierno del cayuco a la gloria de la pasarela,El senegalés Cheik Kane llegó a Marbella jugándose la vida desde Senegal y un fotógrafo que descubrió su potencial como modelo le ha cambiado la vida,Von der Hölle des Cayucho bis zum Ruhm des Laufstegs,"Der Senegaler Cheik Kane kam nach Marbella und spielte sein Leben aus Senegal und ein Fotograf, der sein Potenzial als Modell entdeckte, hat sein Leben verändert.",From the hell of the cayuco to the glory of the catwalk,Senegalese Cheik Kane came to Marbella playing life from Senegal and a photographer who discovered his potential as a model has changed his life
42,"No es resaca, es apnea social: un estudio vincula los cambios en el estilo de vida del fin de semana con un nuevo trastorno del sueño","La probabilidad de padecer apnea es un 18 % mayor los sábados que los miércoles. Los responsables serían el alcohol, el tabaco y los cambios en el horario","Es ist kein Kater, es ist eine soziale Apnoe: eine Studie verbindet Veränderungen im Wochenende Lebensstil mit einer neuen Schlafstörung","Die Wahrscheinlichkeit, Apnoe zu bekommen, ist am Samstag um 18 Prozent höher als am Mittwoch.","It is not hangover, it is social apnea: a study links changes in weekend lifestyle with a new sleep disorder","The probability of having apnea is 18% higher on Saturdays than on Wednesdays. Alcohol, tobacco and changes in schedule would be responsible."
43,Por qué el lanzamiento de ChatGPT-5 tiene pinta de fiasco,El modelo más esperado de OpenAI no ha colmado las expectativas y deja una impresión de parón en el sector,Warum die Veröffentlichung von ChatGPT-5 wie Fiasko aussieht,Das am meisten erwartete OpenAI-Modell hat die Erwartungen nicht erfüllt und hinterlässt einen Eindruck von einem Stillstand in der Branche,Why the ChatGPT-5 release looks like a fiasco,The most anticipated OpenAI model has not met expectations and leaves a stop print in the sector
44,La instalación de una enorme escultura de la Virgen en Jerez solivianta el debate patrimonial y religioso,"El monumento de una Inmaculada, que ha estado perdida 20 años, medirá más de cinco metros y afectará a la visión de un palacio protegido",Die Installation einer riesigen Skulptur der Jungfrau Maria in Jerez fordert die kulturelle und religiöse Debatte,"Das Denkmal einer Unbefleckten, die 20 Jahre verloren gegangen ist, wird mehr als fünf Meter messen und die Sicht eines geschützten Palastes beeinflussen",The installation of a huge sculpture of the Virgin in Jerez solivianta the patrimonial and religious debate,"The monument of an Immaculate, which has been lost for 20 years, will measure more than five meters and will affect the vision of a protected palace"
45,Dos Adanes en un Edén tropical,"El periodista Carlos S. Maldonado relata un viaje memorable, repleto de paseos cargados de deseo y tan lindo que sigue guardado en un lugar especial del cerebro",Zwei Adame in einem tropischen Eden,"Der Journalist Carlos S. Maldonado erzählt eine unvergessliche Reise, voller Spaziergänge und so schön, dass er immer noch an einem besonderen Ort im Gehirn aufbewahrt wird.",Two Adams in a Tropical Eden,"Journalist Carlos S. Maldonado recounts a memorable journey, full of walks full of desire and so cute that it is still stored in a special place in the brain"
46,El apagón como deseo,"Cuando todo cae, se desvela el deseo de parar, cuidarse y dejarse de prisas y ajetreos. El peligro viene de olvidar también la esperanza y la ilusión",Der Stromausfall als Wunsch,"Und wenn alles fällt, so enthüllt sich der Wunsch, aufzuhören, auf sich zu achten und sich in Eile und Hektik zu verstecken; und die Gefahr kommt, auch die Hoffnung und die Illusion zu vergessen.",The blackout as I wish,"When all falls, the desire to stop, take care and leave haste and hustle is revealed. Danger comes from forgetting hope and illusion as well."
